id,nature,X,Y
9524,Misc,652137.5084214,6863929.1964623
9525,Church,652114.4843257,6863897.1907464
9526,Misc,653001.0355611,6862608.0139700
9527,Misc,652960.2465317,6863004.0665447
9528,Misc,653005.8201094,6862508.6103659
9529,Misc,652771.1890118,6863047.9410340
9530,Misc,652958.0798165,6863127.6178134
9531,Misc,652997.3977757,6863661.7080473
9532,Misc,653061.2833795,6863907.9919232
9533,"Industrial, agricultural or commercial",653027.9863552,6863923.5202899
9534,Church,652675.6656960,6863080.5402668
9535,Misc,652626.5115276,6863084.3789554
9536,Misc,652665.9473176,6863030.4996363
9537,Misc,652833.6061027,6863020.8304407
9538,Misc,652850.2746407,6863071.9271632
9539,Misc,652818.5174576,6863133.3334614
9540,Misc,652884.6631195,6863143.6470205
9541,Misc,653944.7996415,6863891.6878667
9542,Misc,654187.9054059,6863977.3818332
9543,Misc,654776.2982307,6863959.4560069
9544,Misc,654157.7857392,6863984.4498655
9545,Misc,652623.4398883,6863273.1336758
9546,Misc,652671.8176036,6863404.5627620
9547,Misc,652954.6969697,6863212.0310606
9548,Misc,652953.5816479,6863209.1112360
9549,Misc,652661.5484251,6863374.6664141
9550,Misc,652823.0513873,6863298.8027432
9551,Misc,652822.8824832,6863239.9679381
9552,Misc,652648.1097812,6863334.7232265
9553,Misc,654876.8975593,6863253.3357041
9554,Misc,655620.0747886,6863160.8222432
9555,Misc,655776.8297100,6863195.8841615
9556,Misc,655847.9082741,6863233.7290601
9557,Misc,653685.9992762,6863263.6861085
9558,Misc,654974.4495708,6863204.1720149
9559,Misc,655032.3272367,6863173.0375886
9560,Misc,655360.6728778,6863297.8881691
9561,Misc,655369.9652170,6863230.1458474
9562,Misc,655567.5700040,6863215.4219118
9563,Misc,655812.7931025,6863200.5665020
9564,Misc,655695.3159578,6863123.5265353
9565,Misc,655492.4032300,6863168.3885792
9566,Misc,655884.0622619,6863128.2411994
9567,Misc,655282.9845479,6863159.2050999
9568,Misc,652455.2381017,6863193.7676617
9569,Misc,653912.5532680,6863355.3062279
9570,"Industrial, agricultural or commercial",652958.4930433,6863203.2095664
9571,Misc,654052.6840540,6863346.2786758
9572,Misc,653793.8558773,6863405.5774357
9573,Misc,653966.8280260,6863357.4708187
9574,Misc,653941.9310620,6863412.9138473
9575,Misc,653307.8994607,6863405.4622580
9576,Misc,653473.4525374,6863396.3772844
9577,Misc,653333.9557999,6863447.6812915
9578,Misc,653143.4641542,6862677.0395300
9579,Misc,653218.2727297,6862649.5112666
9580,Misc,653174.0925442,6862753.7221020
9581,Misc,653146.0238794,6862970.0741959
9582,Misc,653112.6701915,6863003.2685472
9583,Misc,653185.3593756,6862944.5063211
9584,Misc,653238.0919591,6863076.3206985
9585,Misc,653194.3009541,6863325.2525499
9586,Misc,653154.8027433,6863495.8080629
9587,Misc,653231.0383443,6863489.9700185
9588,Church,653088.2890294,6863089.1324372
9589,Misc,653211.1930506,6862808.3858471
9590,"Industrial, agricultural or commercial",653194.3590486,6862718.7007010
9591,Misc,653213.1317818,6862710.9824189
9592,Misc,653243.7313440,6862780.4556370
9593,Misc,653176.0943534,6862839.3247498
9594,Misc,653244.2608088,6863579.4950779
9595,Misc,653242.7502792,6863912.7529681
9596,Misc,653575.1107556,6863631.6337367
9597,Misc,653553.1351572,6863751.0817323
9598,Misc,653715.7397175,6863672.8858417
9599,Misc,653825.5622460,6863799.1891103
9600,Misc,653851.2982170,6863709.9784720
9601,Misc,654001.6547601,6863810.0488741
9602,Misc,653878.5768155,6863657.7820361
9603,Misc,653520.7289097,6863696.4961779
9604,"Industrial, agricultural or commercial",653617.3644422,6863749.1326806
9605,Misc,653387.8927837,6863610.4026217
9606,Misc,653319.3775136,6863637.4155607
9607,Misc,653287.2661243,6863724.9491931
9608,"Industrial, agricultural or commercial",652975.8940373,6863672.2098044
9609,Misc,653270.8342653,6862623.5423961
9610,Misc,653312.8284501,6862865.4736999
9611,Misc,653302.6326864,6862758.9697953
9612,Misc,653244.1794820,6862984.8054451
9613,Misc,653263.7819421,6862963.9222389
9614,Misc,653239.9394445,6862901.7770689
9615,Church,653269.4249626,6863524.5753050
9616,"Industrial, agricultural or commercial",653257.2464351,6863482.2179331
9617,Misc,653791.2519952,6863567.0115631
9618,Misc,653736.2414453,6863539.2957234
9619,Misc,653665.6424164,6863582.8484887
9620,Misc,654396.2923646,6863536.7479445
9621,Misc,654323.6797810,6863638.5595710
9622,Misc,654090.3227839,6863549.6212750
9623,Misc,654491.2756163,6863597.8194078
9624,Misc,654404.9554023,6863652.1932580
9625,Misc,653447.1514087,6863532.2495658
9626,Misc,654656.5560686,6863399.7069972
9627,Misc,653549.4671137,6862807.0380336
9628,Misc,653448.4979999,6862766.6846916
9629,Misc,653373.0585931,6862749.2216398
9630,Misc,653366.5014211,6862843.8123136
9631,Misc,653425.6414813,6862906.1557203
9632,Misc,653655.5841972,6861769.4786474
9633,Misc,653552.1040047,6862986.8923878
9634,Misc,653476.3049768,6863029.4016351
9635,Misc,653523.6213367,6862887.3900728
9636,Misc,653612.7782057,6863014.9301316
9637,Misc,653689.3020902,6862957.8339259
9638,Misc,653364.2892050,6863065.6877290
9639,Misc,653524.0413796,6863032.5015562
9640,Misc,653644.0226582,6863054.6681084
9641,Misc,653578.4381102,6863062.5604788
9642,Misc,653522.1932729,6863123.6869311
9643,Misc,654229.5061688,6863305.8766393
9644,Misc,654405.4448987,6863373.1773197
9645,Misc,654848.7571602,6863300.6606213
9646,Misc,654730.1879393,6863319.9548472
9647,Misc,654943.2291119,6863361.9111539
9648,Misc,655018.9319536,6863390.8658058
9649,Misc,654774.3374948,6863266.0313067
9650,Misc,655042.7511644,6863306.2420161
9651,Misc,654177.0408089,6864885.4657175
9652,Misc,653320.6040696,6862610.8431352
9653,Misc,654811.4298480,6863138.1910707
9654,Misc,654879.9382730,6863162.0249769
9655,Misc,654957.1940923,6863135.5421525
9656,Misc,654921.0279438,6863184.2692500
9657,Misc,653335.2393847,6862705.6074524
9658,Misc,653321.9227037,6862963.2481978
9659,Misc,653358.3176089,6862581.0405557
9660,Misc,653510.3970790,6862608.5093697
9661,Misc,653472.9390284,6862660.8292286
9662,Misc,653582.8015531,6862637.1759233
9663,Misc,653769.3922796,6862577.7287120
9664,Misc,653358.7042136,6862661.0480837
9665,Misc,653773.8349466,6860836.6046497
9666,Misc,653612.8820518,6862452.3376417
9667,Misc,653723.0066856,6862438.1676843
9668,Misc,653623.7367835,6862384.5392407
9669,Misc,653648.9154735,6861851.2930580
9670,Misc,653740.0120342,6861899.7945072
9671,Misc,653685.3641815,6862010.5986695
9672,Misc,653881.1640740,6862041.0603162
9673,Misc,653863.9008523,6862915.1039797
9674,Misc,653822.7709133,6862999.0755957
9675,Misc,653883.0546181,6862979.3200691
9676,Misc,653958.1308557,6862751.5368205
9677,Misc,653756.2586966,6863127.4062300
9678,"Industrial, agricultural or commercial",653724.9176814,6862711.5488933
9679,Misc,653777.9732267,6862750.4504933
9680,Misc,653727.5365150,6862836.0118338
9681,Misc,653740.6404348,6862964.3593359
9682,Misc,653780.0528111,6862880.1947964
9683,Misc,654002.1621360,6865062.7069801
9684,Misc,654031.1091589,6864977.0178310
9685,Misc,653898.2617705,6865380.9176980
9686,Misc,653975.9313787,6865042.2495013
9687,Misc,654173.5720595,6865026.9292116
9688,Misc,654293.5707413,6864971.2121541
9689,Misc,654086.6670508,6862405.9451963
9690,Misc,654165.8894672,6865149.0506149
9691,Misc,653878.6471350,6864573.0308169
9692,Misc,654408.4705193,6865130.0882052
9693,Misc,654358.3640268,6865206.5365759
9694,Misc,654307.9735095,6865073.0950743
9695,Misc,654419.0368587,6865387.8360922
9696,Misc,654374.1961503,6865319.3071402
9697,"Industrial, agricultural or commercial",654231.4683620,6865142.3765828
9698,Misc,654259.4153867,6865151.1977131
9699,Misc,654243.6798323,6864816.7663657
9700,"Industrial, agricultural or commercial",653631.6405203,6858214.7851467
9701,"Industrial, agricultural or commercial",654266.5273299,6864873.4103606
9702,Misc,653967.9588405,6857951.3462769
9703,Misc,654169.9615776,6864715.2329479
9704,Misc,654230.9333839,6864822.0886786
9705,Misc,654048.1833235,6864714.8081934
9706,Misc,654326.6508753,6864942.7815432
9707,Misc,654371.9475777,6864906.5104869
9708,Misc,654332.3714720,6864905.6811889
9709,Misc,653814.1913939,6864626.6334625
9710,"Industrial, agricultural or commercial",653869.0739082,6864651.7387404
9711,Misc,653945.4881744,6864688.1026003
9712,Misc,653779.7732736,6864594.3682441
9713,Misc,654023.3232732,6864567.9331950
9714,"Industrial, agricultural or commercial",654072.6868845,6864463.1199960
9715,Misc,654157.7546306,6864487.7691753
9716,Misc,654182.5312434,6864598.3529981
9717,Misc,654275.9665689,6864534.7656733
9718,Misc,654425.8251153,6864590.0819426
9719,"Industrial, agricultural or commercial",654188.9218403,6864555.9805418
9720,Misc,654254.6622696,6864441.8567659
9721,Misc,654167.4131037,6864562.5313971
9722,Church,654147.1849713,6864564.7231878
9723,Misc,653881.0014958,6864787.6192029
9724,Misc,654157.6060801,6860881.3579699
9725,Misc,653977.0755056,6864763.6221386
9726,Misc,653989.7925153,6864726.3159461
9727,Misc,653864.1767149,6864265.4509846
9728,Misc,653871.0137291,6864238.3105713
9729,Misc,653849.5910906,6864214.2470853
9730,Misc,653884.8190476,6864105.9933333
9731,"Industrial, agricultural or commercial",653863.4164247,6864109.7554725
9732,Misc,653840.4445207,6864099.8000854
9733,Misc,653831.0324868,6864153.9999022
9734,Misc,653905.7345632,6864129.2988899
9735,Misc,654004.5025102,6864206.4532562
9736,Misc,653951.4561859,6864323.9091810
9737,Misc,653905.8300547,6864455.8234438
9738,Misc,654004.7944914,6864387.9109940
9739,Misc,654311.2321872,6864294.9624891
9740,"Industrial, agricultural or commercial",653778.9185559,6864251.2894118
9741,Misc,654072.6799191,6864419.2305336
9742,Misc,654104.1739846,6864161.6336215
9743,"Industrial, agricultural or commercial",654116.9856134,6864167.5342099
9744,Misc,654144.5578949,6864408.9091396
9745,Misc,654208.3752695,6864364.6453584
9746,Misc,654230.0786894,6864269.5366393
9747,Misc,654326.3356542,6864319.8297930
9748,Misc,654122.2765894,6864243.0182329
9749,Misc,654313.7815954,6864390.4307085
9750,Misc,654290.5966436,6864350.9334165
9751,Misc,654233.3186993,6864403.1529144
9752,Misc,654071.9094827,6864372.5016731
9753,Misc,654162.1993470,6863424.4015796
9754,Misc,653985.4947794,6863484.9218135
9755,"Industrial, agricultural or commercial",654279.6740072,6863454.6328762
9756,Misc,654278.7139571,6863481.1040455
9757,Misc,654342.3743377,6863500.5113450
9758,Misc,654239.5926679,6863446.6078550
9759,Misc,654964.6378505,6863429.3960805
9760,Misc,654592.0760853,6863459.0030930
9761,Church,654033.6398453,6863397.5076452
9762,Misc,653446.6195427,6863831.0308446
9763,Misc,653871.7125314,6863870.7812448
9764,Misc,654184.3969202,6863845.4145987
9765,Misc,654173.0539930,6863774.8095543
9766,Misc,654335.4845649,6863811.7076551
9767,Misc,654324.3360783,6863906.8226065
9768,Misc,654582.1175994,6863828.8286084
9769,Misc,654645.7162290,6863837.8526515
9770,Misc,654957.7466733,6863822.2402659
9771,Misc,653955.6477653,6862885.4965495
9772,Misc,654872.8680306,6863891.5200992
9773,Misc,654706.1164112,6863827.2559098
9774,Misc,654748.0061188,6863836.5496611
9775,"Industrial, agricultural or commercial",653550.5217403,6863936.1473037
9776,Misc,653557.1430050,6863896.3469667
9777,Misc,654265.2505512,6863685.9035285
9778,Misc,654666.1679500,6863663.3895175
9779,"Industrial, agricultural or commercial",653730.9464341,6863795.9280139
9780,Misc,653704.3189977,6863773.0015299
9781,Misc,653647.8836351,6863757.5161447
9782,Misc,654367.3892469,6863724.7150962
9783,Misc,654607.0059093,6863785.2197070
9784,Misc,654583.5214063,6863796.2027999
9785,Misc,654646.4306297,6863727.1142456
9786,Misc,654840.6796724,6863731.5081603
9787,Misc,654817.0582786,6863783.1085599
9788,Misc,654730.3169382,6863752.8371394
9789,Misc,654037.1432345,6862970.2977454
9790,Misc,654067.2264569,6862605.8529840
9791,Misc,654080.9950809,6862830.4973667
9792,Misc,654084.1505429,6863092.4495582
9793,Misc,654003.4585279,6862808.0954512
9794,Misc,654056.5130280,6862506.7116066
9795,Misc,653987.0121340,6863134.4398079
9796,Misc,654024.1129845,6862080.2100728
9797,Misc,653980.4107888,6862302.4647551
9798,Misc,654077.7369450,6862309.0323423
9799,Misc,654037.4353028,6862920.4926763
9800,Misc,653903.9935513,6863484.2236664
9801,Misc,653588.1325911,6863563.6978023
9802,Misc,654571.0120446,6863536.6445586
9803,Misc,654488.7856685,6863558.2558922
9804,Misc,654843.3359175,6863551.4307530
9805,Misc,654697.4682638,6863520.6919321
9806,Misc,654920.1544019,6863508.0201749
9807,Misc,654656.1479792,6863600.5605184
9808,Misc,653952.4387552,6862976.6680842
9809,Misc,653921.2288860,6863072.5978016
9810,Misc,654161.7842240,6862359.4364245
9811,Church,654224.0941058,6862545.3955146
9812,Misc,653985.6079912,6861898.9961473
9813,Misc,654008.7601601,6861715.6440807
9814,Misc,654014.1139140,6861734.0096209
9815,Misc,653934.7856479,6861996.9048399
9816,Misc,653850.9870238,6861938.0226683
9817,Misc,653976.3344046,6862062.2147292
9818,Misc,654045.9895254,6862043.3213154
9819,Misc,653999.5632398,6861249.3299086
9820,Misc,647582.5441121,6860862.4871214
9821,Misc,654229.5820823,6860982.4440598
9822,Misc,654244.5535482,6860987.4462315
9823,Misc,654088.5288798,6860992.5864564
9824,Misc,654024.4691690,6860889.7427585
9825,Misc,654201.8705876,6860907.9262746
9826,Misc,654150.8294953,6860919.2903785
9827,Misc,654146.7294531,6860897.4479381
9828,Misc,654085.3084565,6860906.6765835
9829,Misc,654174.0713111,6861163.5446158
9830,Misc,654052.5223051,6861156.9125176
9831,Misc,654140.1113810,6861085.8872180
9832,Misc,654101.2021993,6861131.5645912
9833,Misc,654176.7003387,6861280.3207918
9834,Misc,654225.2121913,6861162.4488951
9835,Misc,654223.7086822,6861241.2097988
9836,Church,654044.3873823,6861155.4210333
9837,Misc,654004.0247427,6860976.9466669
9838,Misc,653883.8605417,6860848.5653129
9839,Misc,653975.9425955,6860863.8690215
9840,Misc,653968.5209436,6860878.2090824
9841,Misc,653887.5134518,6861142.6759168
9842,Misc,653895.8531313,6861326.2214327
9843,Misc,653952.0709455,6861350.1502508
9844,Misc,654024.9374678,6860968.5387556
9845,Misc,654222.7233526,6860726.8377264
9846,Misc,654273.8985489,6860825.0860632
9847,Misc,654142.1718450,6860813.4850038
9848,Misc,654173.5134877,6860771.9234276
9849,Misc,649860.2591669,6866054.4613321
9850,Misc,653941.8951464,6866171.2823408
9851,Misc,654155.3005257,6860422.0617493
9852,Misc,654038.9856875,6860337.4337769
9853,"Industrial, agricultural or commercial",654132.5043446,6860263.9194259
9854,Misc,654205.9644408,6860326.3950540
9855,Misc,654237.1940781,6860231.6815155
9856,Misc,654923.8048248,6866485.4923251
9857,Misc,654902.9456285,6866051.3965835
9858,Misc,654988.2635833,6866720.1233990
9859,Misc,654855.2883911,6866536.8698675
9860,"Industrial, agricultural or commercial",654818.1774912,6866770.8198552
9861,Misc,654602.7471520,6865288.4623635
9862,Misc,654831.5459656,6866121.1383183
9863,Misc,654816.5589286,6866212.8355159
9864,Misc,654797.1123457,6866263.1926183
9865,Misc,654777.0613749,6866185.8249448
9866,Misc,654724.3461007,6866191.4748417
9867,Misc,654698.1172857,6866078.2203512
9868,Misc,654779.3317700,6865897.9322561
9869,Misc,654640.1993842,6865919.8071329
9870,Misc,654633.5613510,6865483.5518505
9871,Misc,654709.9001113,6863065.1521006
9872,Misc,654868.3936611,6866146.1239327
9873,"Industrial, agricultural or commercial",654882.2019652,6866089.2355254
9874,"Industrial, agricultural or commercial",655189.2340224,6867004.6646639
9875,Misc,655126.0475065,6866361.5966948
9876,Misc,655031.1246569,6866759.7049970
9877,Misc,654876.1166972,6866022.7663835
9878,Misc,654735.1937769,6866363.3004315
9879,Misc,653954.0359644,6866422.6313974
9880,Misc,654626.2200470,6866280.2841452
9881,Misc,654661.4358227,6866002.1494824
9882,Misc,655311.2720419,6866488.8453276
9883,Misc,655219.7181388,6867005.5970794
9884,Misc,655985.2191340,6865126.3796373
9885,"Industrial, agricultural or commercial",656087.8026691,6864952.4813513
9886,Misc,655887.8645622,6865577.0198198
9887,Misc,656021.2890095,6864229.3375797
9888,Misc,656006.1277038,6865106.6374861
9889,Misc,655989.8071248,6865229.1898013
9890,Misc,655080.1762695,6866517.2211114
9891,Misc,654594.5127664,6866044.6957202
9892,Misc,654495.1605738,6866128.3261338
9893,Misc,654636.3012275,6866000.5466021
9894,Misc,654727.9990403,6865952.7992465
9895,Misc,654707.1653539,6866300.4299465
9896,Misc,654663.6803528,6866351.8579751
9897,Misc,654703.8443691,6865947.7549529
9898,Misc,654800.7652334,6866811.3664036
9899,"Industrial, agricultural or commercial",654800.7652334,6866811.3664036
9900,Misc,654815.1779321,6865929.7902526
9901,Misc,654847.3449980,6865868.4397732
9902,Misc,654246.0624424,6865488.5080510
9903,Misc,654746.5739545,6865068.2097468
9904,"Industrial, agricultural or commercial",653784.6705049,6866004.3726530
9905,Misc,653777.8997628,6866020.1137604
9906,Misc,653847.5850435,6865994.8968381
9907,Misc,653929.9870120,6866120.9493706
9908,Misc,653959.9844893,6866226.2698263
9909,Misc,653858.3659884,6862561.0808997
9910,Misc,653877.2245644,6862483.8297116
9911,Misc,653850.2445480,6862377.9917360
9912,Misc,654438.0736490,6863972.3364129
9913,Misc,654869.4301510,6862469.0404075
9914,Misc,655039.1498284,6863974.5371176
9915,Misc,653758.1221661,6865252.7339174
9916,Misc,655267.5144500,6864688.5684813
9917,"Industrial, agricultural or commercial",654034.4820615,6864819.3541689
9918,Misc,654974.7134068,6865286.6870704
9919,Misc,653664.4007205,6859890.2235256
9920,Misc,654422.7539948,6859066.0230378
9921,Misc,653682.9225716,6858823.4941282
9922,Misc,653990.0024738,6858795.0775617
9923,Misc,653920.2622184,6859891.8254345
9924,Misc,653608.7637438,6859796.2875498
9925,Misc,653736.2164929,6859841.7021539
9926,Misc,653610.2565805,6859909.5518363
9927,Misc,653835.5936087,6859297.4661786
9928,Misc,654244.4656264,6859019.9680510
9929,Misc,653968.5035654,6859158.4740031
9930,Misc,655170.3058703,6859367.7277070
9931,Misc,653758.6381574,6860271.6705752
9932,Misc,654770.0340908,6860442.8267115
9933,Misc,654115.7028037,6859253.2121451
9934,Misc,654099.7802022,6859267.9672086
9935,Misc,654078.1030868,6858867.4373741
9936,Misc,654065.2901464,6858092.6824673
9937,Misc,654016.9211420,6858496.7741880
9938,Misc,653782.6987576,6858568.9199537
9939,Misc,654185.8081380,6858538.4596939
9940,"Industrial, agricultural or commercial",654406.5035725,6858410.7328237
9941,Misc,653514.5663674,6859850.7350773
9942,Misc,653539.0097668,6859656.2433498
9943,Misc,655560.5798002,6864027.1328564
9944,Misc,651024.5771646,6865178.6050621
9945,Misc,650732.2979966,6865391.8381806
9946,Misc,650822.5831786,6866453.5372979
9947,Misc,650683.4340468,6864092.3225294
9948,Misc,650705.6970452,6866520.0989167
9949,Misc,651195.6270798,6865709.5763389
9950,Misc,650677.8230625,6863272.0396558
9951,Misc,651700.0023052,6864216.8182409
9952,Misc,651098.3086818,6864810.1867401
9953,Misc,650681.1752565,6863700.3780803
9954,Misc,651127.3729902,6864174.5092883
9955,Misc,651131.6814701,6864437.5293210
9956,Misc,651112.1551648,6864491.2886052
9957,Misc,651023.3566127,6866643.6335969
9958,Misc,650709.3194309,6865460.5858740
9959,Misc,650711.9278377,6864266.4297733
9960,Misc,651652.5661761,6866504.3024505
9961,Misc,651764.8985432,6866419.7691337
9962,Misc,651749.7802750,6864151.4517312
9963,Misc,651687.3522425,6864020.4694246
9964,Misc,651680.1845405,6864145.8255716
9965,Misc,651698.1340592,6864334.0852204
9966,Misc,651667.4638150,6864287.9782983
9967,Misc,651718.1221998,6864872.8243188
9968,Misc,651727.5210468,6864561.8250350
9969,Misc,651766.8940591,6864506.9691254
9970,Misc,651707.9702467,6864958.1254383
9971,Misc,651746.9476811,6864633.7739642
9972,Misc,651719.4043157,6864826.9625005
9973,Misc,651718.5734352,6864782.8508104
9974,Misc,651729.9772049,6864711.7720328
9975,Misc,651735.7486223,6863632.0153654
9976,Misc,651724.9182411,6863798.2455031
9977,Misc,651526.8308729,6864142.9733094
9978,Misc,651315.5022010,6864254.5935027
9979,Misc,651597.4929237,6864361.0404566
9980,Misc,651502.8996729,6866906.6348214
9981,Misc,651141.7562334,6867008.6592743
9982,Misc,651165.8091105,6866430.8220104
9983,Misc,651358.8654726,6866396.6354470
9984,Misc,652152.3409959,6865109.4253336
9985,Misc,652824.1916988,6865475.2669737
9986,Misc,652514.3055015,6865757.2904401
9987,Misc,652839.3186897,6866804.9930949
9988,"Industrial, agricultural or commercial",652773.4877882,6866762.5445957
9989,"Industrial, agricultural or commercial",652800.0430397,6866910.6647789
9990,Misc,652752.0231206,6866747.5019281
9991,"Industrial, agricultural or commercial",652774.2575051,6866738.0377749
9992,Misc,652774.2575051,6866738.0377749
9993,Misc,655483.9351206,6865460.4439970
9994,Misc,652896.9063369,6866371.0460598
9995,Misc,654161.7612125,6865723.0365128
9996,Misc,654760.7700784,6865558.6420742
9997,Misc,653443.1414938,6865192.8406356
9998,Misc,652721.7224288,6865622.1866756
9999,Misc,653094.6163597,6865464.7405778
10000,Misc,653161.6155650,6865522.7736458
10001,Misc,653416.3479375,6865205.5914851
10002,Misc,653372.2738024,6865205.1818335
10003,Misc,653437.1872063,6865214.5226838
10004,Misc,653215.0021306,6865272.2871125
10005,"Industrial, agricultural or commercial",652915.5350809,6866354.2262727
10006,Misc,654846.5231985,6865631.9231911
10007,Misc,653948.9786986,6866024.2678803
10008,Misc,653416.7108790,6865901.5344251
10009,Misc,652715.1924055,6865626.9672173
10010,Misc,652977.6160388,6858413.4985426
10011,Misc,653048.8530770,6861712.5145800
10012,Misc,653057.5768689,6858402.8723186
10013,Misc,653080.8175616,6857702.5515633
10014,Misc,653113.0980139,6858235.1057222
10015,Misc,653060.7168318,6862242.6919244
10016,Misc,653071.2095688,6859803.5373299
10017,Misc,653023.2213368,6858062.0873116
10018,Misc,653125.1815610,6859906.7052000
10019,Misc,653205.5628815,6859759.4465260
10020,Misc,653426.7265782,6858273.7108505
10021,Misc,653456.3730454,6860125.3138350
10022,Misc,651821.4206133,6864216.5966041
10023,Misc,653457.5668426,6859826.9447120
10024,Misc,651857.8734591,6864066.9511833
10025,Misc,651850.0141404,6864729.9753094
10026,Misc,651673.4617454,6866064.9178348
10027,Misc,647510.5160091,6860433.3027089
10028,Misc,651851.2640649,6866933.4687198
10029,Misc,651783.8500000,6864605.1000000
10030,Misc,652656.4277871,6864915.4878251
10031,Misc,653185.6066423,6860050.3542619
10032,Misc,653307.7550999,6860095.0405654
10033,Misc,652844.7704649,6864723.8671798
10034,"Industrial, agricultural or commercial",652881.1444508,6864789.3928321
10035,Misc,653361.8474953,6859623.1149239
10036,Misc,653369.3860277,6858062.7369728
10037,"Industrial, agricultural or commercial",653373.0331845,6857757.4241550
10038,Misc,653392.6866869,6857774.8515108
10039,Misc,651705.1651004,6866316.8426512
10040,Misc,651705.9961135,6866429.0968043
10041,Misc,651727.4845049,6866602.8179401
10042,Misc,651702.6556687,6866584.8613344
10043,Misc,651732.5161629,6866755.6460061
10044,Misc,651718.4776392,6866723.3144089
10045,Misc,651696.6836435,6866673.2715382
10046,Misc,651720.1565116,6863926.5649684
10047,Misc,652275.0003249,6862606.5717820
10048,Misc,651633.7933287,6864535.2268019
10049,Misc,651578.0432298,6863234.3728206
10050,Misc,651646.6063267,6865064.3736769
10051,Misc,653284.4858594,6858562.7033078
10052,Misc,651813.2902099,6866024.9903161
10053,Misc,653246.7555813,6862144.6153840
10054,Misc,653300.4907722,6861316.3278659
10055,Misc,653248.8482123,6859648.3022109
10056,Misc,653184.8628564,6859723.2699091
10057,Misc,653282.7849599,6859799.0033178
10058,Misc,651879.7280024,6866153.1250807
10059,Misc,651902.7096003,6866313.2102114
10060,"Industrial, agricultural or commercial",651892.3783004,6866299.7913790
10061,Misc,651869.6939446,6866239.2989419
10062,Misc,651846.1634334,6866524.6078628
10063,Misc,651905.6478620,6866330.7207714
10064,Misc,651868.9909497,6866607.0886915
10065,Church,651897.3194689,6864012.9642562
10066,Misc,651817.2190174,6866085.4781760
10067,Misc,651873.7873120,6866005.8460721
10068,Misc,651839.3100801,6866413.4952809
10069,"Industrial, agricultural or commercial",651822.5212966,6866381.2504845
10070,Misc,651803.5095835,6866440.9644920
10071,Misc,651810.4047654,6865626.6764183
10072,Misc,651933.1579720,6865730.6347123
10073,Misc,651882.7574872,6865090.4751058
10074,Misc,651954.3326853,6865110.8551427
10075,Church,651823.4018387,6865397.0692117
10076,Misc,652274.2506484,6865774.8252292
10077,Misc,652049.4200174,6865131.1154612
10078,Misc,652136.2312489,6865315.7445995
10079,Misc,651942.3216572,6866320.0874541
10080,Misc,651936.9968851,6864161.3155388
10081,Misc,651877.0884705,6863051.9080283
10082,Misc,651907.7728252,6863443.1148659
10083,Misc,652073.9195696,6866768.7488521
10084,Misc,651766.7613177,6866452.6548261
10085,Church,651777.5507781,6866483.7422726
10086,Misc,651777.0222611,6863422.1149942
10087,"Industrial, agricultural or commercial",651791.5725003,6865818.8802854
10088,Misc,651807.9106430,6866481.7139471
10089,Misc,656373.7813084,6864749.9007799
10090,Misc,651840.7645666,6864530.7476318
10091,Misc,650320.2200155,6866438.3231111
10092,Misc,651996.3731959,6865956.1817690
10093,Misc,651931.7803394,6865179.3522608
10094,Misc,651981.4453035,6866767.3175383
10095,Misc,651792.6182600,6866465.1524711
10096,"Industrial, agricultural or commercial",651800.7057509,6864619.3287668
10097,Misc,651784.5392971,6865078.7868892
10098,Misc,651834.5335688,6864860.0840796
10099,Misc,651821.1504426,6865833.3419637
10100,Misc,651790.8570394,6865796.8635124
10101,Misc,650323.9695978,6863815.1166886
10102,Misc,651917.7690014,6862996.9445876
10103,Misc,651913.1353773,6863381.7393263
10104,Misc,651878.2173646,6866759.2498113
10105,Misc,648871.0667394,6865343.6078964
10106,Misc,648977.2427778,6863507.5528742
10107,Misc,649044.8373410,6865318.5776410
10108,Misc,649200.9002859,6865304.2632216
10109,Misc,649151.7634219,6865759.0283115
10110,Misc,648855.9752436,6864403.4345453
10111,"Industrial, agricultural or commercial",650322.4806405,6866933.6915483
10112,Misc,649077.0321231,6863031.3396051
10113,Misc,648968.8211839,6865884.1152460
10114,Misc,649605.1182479,6863710.9035011
10115,Misc,649304.3038088,6865719.3746298
10116,Misc,649399.1130825,6865104.9110427
10117,Misc,650371.9008196,6866938.9900522
10118,Misc,650226.2658023,6864144.9216115
10119,Misc,650335.8463638,6864261.0981371
10120,Misc,650260.6478205,6863304.0834711
10121,Misc,650085.3023434,6866580.2395553
10122,Misc,649814.5781268,6866227.1983380
10123,Misc,650465.0262646,6866512.3848741
10124,Misc,649816.4429963,6866456.9517250
10125,Misc,650074.0109411,6863416.5754091
10126,Misc,650011.9654248,6864513.0361338
10127,Misc,650221.9498859,6865000.3965422
10128,Misc,650135.7372482,6863568.6336277
10129,Misc,650429.5134040,6866083.4490215
10130,Misc,650047.2102364,6866269.8816672
10131,Misc,650104.1653266,6866314.3717751
10132,Misc,650288.0742058,6866223.9398226
10133,Misc,650517.9692677,6865339.1344719
10134,Misc,650572.6595281,6866098.9856092
10135,"Industrial, agricultural or commercial",647397.3394048,6859429.3560546
10136,Misc,647984.5341032,6861049.9270702
10137,Misc,647898.3952483,6861028.1647488
10138,Misc,647509.0268271,6860607.8337886
10139,Misc,648045.0614951,6860786.4235765
