id,nature,X,Y
1752,Church,648385.5109915,6861438.0662943
1753,Misc,651023.8478918,6857669.1698284
1754,Misc,648117.1717535,6861408.3338313
1755,Misc,648165.0357208,6861385.1970151
1756,Misc,648083.5773643,6861144.9933227
1757,"Industrial, agricultural or commercial",651629.3546180,6857546.8908108
1758,Misc,650974.5477582,6857941.5814124
1759,Misc,651387.0945946,6857883.3306689
1760,"Industrial, agricultural or commercial",651108.9204128,6857643.5197048
1761,Misc,651697.3761312,6857620.1448839
1762,Misc,651658.8725894,6857628.3185383
1763,Misc,651616.2696471,6857648.6106672
1764,Misc,651565.1467707,6857666.9742628
1765,Misc,651378.5646245,6857663.3802215
1766,Misc,651058.5494715,6857824.8279282
1767,Misc,650968.8375144,6857865.8355935
1768,Misc,650942.0214493,6857874.8344380
1769,Misc,650906.2090485,6857880.1695372
1770,Misc,650876.6767468,6857889.9172903
1771,Misc,650821.9149052,6857907.1021152
1772,Misc,650795.9015263,6857918.7980478
1773,Misc,650797.8739480,6857964.7273321
1774,Misc,650442.6000000,6859527.3000000
1775,Misc,651752.3832565,6859512.1808977
1776,Misc,651744.1999457,6859536.5567032
1777,Misc,651710.6125582,6859802.2230885
1778,Misc,651740.2338900,6859822.9496173
1779,Misc,650567.2397076,6859509.3698605
1780,Misc,650512.4338617,6859424.2495179
1781,Misc,650650.4165419,6859377.3892722
1782,Misc,650668.2392691,6859411.9834343
1783,Misc,650646.0000000,6859365.9000000
1784,Misc,650666.9436795,6859403.9446130
1785,Misc,651555.4497814,6859528.6195108
1786,Misc,651546.6534786,6859497.3395702
1787,Misc,651547.5991204,6859497.9662700
1788,Misc,651575.5043645,6860025.1246347
1789,Misc,651657.4810844,6859973.8746598
1790,Misc,651586.3504577,6859995.6937314
1791,Misc,651675.9312498,6859876.7547293
1792,Misc,651554.8022920,6859915.5825129
1793,Misc,651565.4019664,6859944.2216218
1794,Misc,651534.7566102,6859875.8998764
1795,Misc,651469.5401301,6859755.2096773
1796,Misc,651638.4388802,6859761.9411313
1797,Misc,651600.0722324,6859794.4767266
1798,Misc,651519.8679057,6859813.7936129
1799,Misc,648931.5998366,6862518.8578997
1800,Misc,648960.0484366,6862536.4183248
1801,Misc,648943.4500000,6862417.1500000
1802,Misc,648992.2000000,6862524.1000000
1803,Misc,649737.4338179,6858571.2318103
1804,Misc,648909.0103325,6862405.8181509
1805,Misc,648897.7784757,6862550.8817742
1806,Misc,649081.9500000,6862342.8000000
1807,Misc,649075.8773666,6862271.2449584
1808,Misc,649004.4316120,6862254.3590855
1809,Misc,651537.9742167,6862352.3016709
1810,Misc,651545.6017552,6862374.4391785
1811,Misc,651553.8672631,6862398.6339739
1812,Misc,651583.7794248,6862483.8295950
1813,Misc,651751.6641864,6862339.6889434
1814,Misc,649713.3284636,6858676.3649136
1815,Misc,649604.5379699,6858567.5162333
1816,Misc,649618.5439450,6858934.9357239
1817,Misc,649588.2314230,6858529.6542388
1818,Misc,649502.0332447,6858556.6405408
1819,Misc,649470.4373478,6858563.1292380
1820,Misc,649683.2889309,6858515.4470796
1821,Misc,649681.1011792,6858574.7575507
1822,Misc,649469.9724971,6858435.6453297
1823,Misc,649645.8437175,6858765.9087227
1824,Misc,649473.8991994,6858649.1597166
1825,Misc,649633.0723327,6858557.5114082
1826,Misc,649458.7013925,6858745.3180157
