id,numpoints,X,Y
173,6,648085.4578425,6859113.5612189
174,5,649666.3048307,6859346.5258230
175,5,650325.4609788,6862085.1692927
176,5,651033.4840915,6865221.8280465
177,7,650192.8465101,6858480.7154135
178,3,653650.4180096,6865331.5781368
179,4,656217.0123300,6860214.0359380
180,3,650681.1430753,6863697.5246207
181,3,649588.2044597,6861578.8682163
182,16,650850.3879694,6864132.3619476
183,5,654545.5343672,6865018.0754436
184,4,652647.3515114,6858453.6161844
185,5,654017.7684239,6864574.1053093
186,4,650661.3952599,6859553.3483954
187,4,650754.6946721,6859606.2929745
188,5,650623.0203358,6863748.7593671
189,3,649712.8269812,6864701.3215552
190,3,650710.0243605,6863922.4104444
191,3,651777.6358482,6862421.2075594
192,4,651806.5232441,6862507.8400890
193,3,650704.8269698,6864748.7697692
194,8,649644.4000313,6864458.2406376
195,3,652183.4451241,6866343.8359530
196,4,654407.1739107,6861556.6354648
197,3,652117.4131170,6866364.1879664
198,5,649045.4120763,6865319.2355019
199,8,652629.4317629,6858967.3453015
200,4,652733.1236225,6858411.5637493
201,3,650310.3004943,6865580.8362216
202,4,650257.9749731,6865464.6831914
203,5,652024.3787128,6865055.2585591
204,4,648552.9078488,6861495.8713879
205,3,650169.9021681,6865896.7162115
206,4,650118.1439810,6865903.4624229
207,8,646121.1428565,6861149.6844132
208,12,650039.9229564,6865823.8667135
209,4,653289.2839478,6857845.0224531
210,8,650080.2181304,6865518.2455234
211,3,652388.9974705,6860212.9265837
212,9,650275.8249422,6865883.2076765
213,4,650221.1681510,6865891.4103484
214,4,650285.5674765,6865189.0241026
215,3,648571.6358458,6865389.7191927
216,3,654921.5168821,6860371.8159950
217,10,653341.6033408,6862514.4285385
218,6,652920.4143387,6865480.7538078
219,3,652289.0971480,6861367.0346571
220,8,650256.4145890,6866060.2506922
221,3,651953.1021141,6858290.7854657
222,11,653142.8178334,6860375.4854343
223,3,650729.7182475,6859005.2496723
224,3,650857.9212157,6860935.2505927
225,3,650912.6476221,6860941.6399735
226,3,650581.3029393,6865799.9153252
227,17,650061.2016190,6860976.6764851
228,3,650591.3587761,6865465.0236859
229,5,650022.6047113,6863975.5666743
230,3,651770.4787636,6860200.4523710
231,4,650156.2583186,6864266.0604916
232,4,648437.8247842,6865358.0184151
233,3,650030.9265302,6864749.3322146
234,4,650472.3529321,6865964.7600736
235,9,649887.1551394,6864494.9426746
236,4,652678.1727835,6864159.0003393
237,3,650521.4970362,6865340.1330354
238,4,648169.4643054,6865219.3696127
239,4,650418.7536852,6865307.5570107
240,3,651228.7848705,6864789.5389416
241,3,650685.5493271,6865294.5026856
242,4,650470.0203217,6865436.0785835
243,3,649930.4421336,6864656.9597479
244,4,654183.5426807,6863845.7025657
245,5,649944.5003265,6864739.8103606
246,3,648269.0386966,6865229.5442308
247,6,650456.6670929,6865759.7115049
248,3,651264.1646290,6859234.0023576
249,4,648155.5061753,6864923.6937138
250,7,650212.0129235,6861670.3994030
251,11,649734.9409770,6864227.2974824
252,4,654018.9527798,6859040.4125882
253,10,649906.4668977,6864213.2719212
254,5,649539.1619131,6864539.5914875
255,5,649733.2328413,6864498.8213204
256,10,650084.9015176,6866110.3013200
257,3,650183.6306185,6866301.3374583
258,4,655912.1058967,6864298.1507845
259,4,656057.6541219,6864194.2180368
260,3,648100.4867372,6865190.8946642
261,3,656065.8775028,6864291.8262135
262,3,650886.1161421,6863198.9293302
263,3,650433.5897243,6864880.4587852
264,5,650373.3945357,6864854.8130140
265,5,650145.0964723,6862394.0454947
266,8,650148.9153206,6860035.7840463
267,7,650372.6785869,6865817.1884302
268,3,650013.7624482,6859515.0326835
269,3,650594.3159880,6863415.3184522
270,3,650033.6685867,6859844.7621158
271,7,646545.4786496,6862624.1832778
272,4,654885.8657383,6859308.0573626
273,8,650835.4510825,6861209.4514089
274,6,650383.9700111,6865521.3147809
275,3,650794.8219501,6861413.2359244
276,3,654822.3470303,6864978.9941753
277,6,652955.8052006,6863748.1393987
278,6,650865.4153968,6861049.0411909
279,3,650257.6798058,6864075.0592279
280,3,653177.5083314,6862192.8715150
281,7,648130.1419904,6864476.3795287
282,4,651362.5453567,6866847.7704760
283,3,650224.4064078,6860900.2162781
284,6,648212.2569579,6864366.3677111
285,6,650734.1899162,6861103.9245901
286,5,653242.5557518,6866053.7646710
287,5,653286.3973671,6866010.4963989
288,3,655329.7527459,6864978.1866568
289,3,647542.0582655,6861059.1276867
290,3,648924.2449432,6861089.5485497
291,3,648867.0191357,6859048.5934040
292,9,650764.0278449,6861012.5474278
293,3,653778.9817066,6862876.7495586
294,5,651884.9534753,6863548.1625260
295,3,651035.3878175,6866359.3970430
296,4,653959.4991781,6862748.7024544
297,5,648851.8695965,6860300.8768244
298,10,649051.7453663,6863408.6226118
299,6,653237.5696353,6866132.6077251
300,4,652006.0767544,6865572.6215007
301,5,648975.0336346,6864848.0692259
302,3,648930.5533278,6864023.3117926
303,4,653847.4102611,6862377.5100226
304,8,648982.2066349,6863918.4940377
305,10,648985.9914912,6863514.4417783
306,4,651000.9605184,6864030.2123211
307,3,649197.3038481,6863644.2317454
308,4,653985.7069051,6861897.7938907
309,3,654078.1595617,6863943.5117785
310,5,654002.0560496,6863811.5138348
311,5,652666.7710735,6864241.3629929
312,4,654070.9682716,6862596.4444581
313,4,654524.9634338,6861867.9297127
314,3,652961.7009263,6863001.1053797
315,7,652698.0208996,6864552.1070429
316,4,649890.4433121,6863941.8911621
317,7,654619.3421253,6866327.1165512
318,4,651531.5781125,6859215.9778027
319,3,652820.3157853,6863300.1602781
320,3,651637.9946865,6859755.3292628
321,4,647452.5803888,6860034.2480156
322,5,653989.0550654,6858332.5992999
323,6,648923.7529478,6863336.1565332
324,6,650227.8177363,6858713.1156179
325,3,648387.8261521,6863261.7314262
326,3,648916.2679308,6863577.1642243
327,5,650050.7842564,6864947.3431208
328,5,648991.4762815,6862247.0208376
329,4,651861.2702336,6864454.1171478
330,3,647249.4104432,6863502.7939549
331,3,647197.7429620,6859936.0968366
332,4,651967.4625411,6865726.4561888
333,5,654340.4460499,6861307.4224919
334,6,652100.3704047,6860068.9726270
335,3,647318.3032889,6860749.2225258
336,3,651971.8736135,6864293.3224985
337,13,646205.1193300,6860325.2914087
338,5,652160.3499766,6861194.4992562
339,3,652071.2247861,6861154.6228846
340,4,653400.2320759,6858108.6220085
341,3,653500.7270469,6858781.7948648
342,6,647488.1041900,6862931.3532111
343,6,647289.7339319,6862583.3285467
344,3,647833.9291427,6862899.0423853
345,4,647342.6233391,6862367.5126679
346,3,654226.7370276,6863615.4985473
347,5,651220.7234955,6864387.9013454
348,3,651553.1834692,6862686.4662099
349,4,651312.3182259,6864163.6436955
350,3,645850.8651591,6860666.0821137
351,3,651428.4756061,6864492.7610304
352,3,653842.4443535,6858941.5674301
353,4,654219.3333148,6862394.4832681
354,11,654372.7259607,6863155.1336003
355,7,647583.2809095,6862971.3338192
356,3,654282.0951834,6863476.6904993
357,11,646723.3846175,6861930.6172543
358,9,655320.6084276,6863760.5853194
359,9,647553.5419509,6863306.2457215
360,6,654804.1933131,6863536.0384596
361,8,654990.6801914,6863849.1154734
362,5,647457.1280751,6862738.0070105
363,4,647548.9272511,6864249.9806939
364,6,654185.7834823,6863075.6931790
365,5,653187.5591761,6858025.5576930
366,6,647530.8942190,6863121.5732065
367,4,655635.4616433,6861527.5560383
368,5,651940.0058445,6859416.2650811
369,4,654129.1686928,6863194.8618888
370,5,649838.8030775,6864742.4766216
371,4,648946.0845972,6859478.2205122
372,3,647792.8153433,6863550.0229959
373,6,647744.4951090,6863083.6809621
374,8,654524.5236828,6863604.3461318
375,5,656376.3460276,6860207.6345572
376,11,654568.2401456,6863535.7497418
377,5,651368.1386914,6865377.6657318
378,3,651350.9335416,6863327.4004676
379,5,647673.4813208,6863322.6213045
380,3,652247.5427240,6865714.4390470
381,3,649383.6171404,6861295.6168766
382,5,653119.5686962,6858505.2564614
383,4,653527.2439628,6858463.1675245
384,3,649792.0344848,6866415.0208887
385,3,654405.8705375,6864991.7925640
386,5,649811.6295110,6865111.4357230
387,7,652518.0802375,6861143.8261662
388,4,649861.6517963,6864052.8947622
389,3,652202.0037434,6863407.1441274
390,4,649626.6783538,6859218.5240356
391,3,649812.9491365,6860848.4297263
392,4,652514.0704567,6865757.4071279
393,4,652525.2059869,6865678.4634690
394,3,650714.6431047,6865814.7212005
395,3,649033.4454406,6864278.3758333
396,4,652689.1032005,6859828.4416786
397,4,652150.2386678,6866303.7804016
398,6,652726.6171371,6863863.8226007
399,4,652143.8500535,6865707.2637749
400,3,652269.9290707,6863475.6678213
401,3,650472.6102425,6858644.4562389
402,3,653521.7692852,6861615.0204590
403,5,653441.4195215,6861612.8028709
404,9,651053.7787157,6858512.0818711
405,7,651771.3129007,6859554.8521152
406,3,649613.5171476,6864941.0995235
407,6,651780.7987404,6859378.2093403
408,7,649518.6398798,6864986.4439937
409,4,649464.2713896,6861570.2059033
410,5,653480.1357610,6862556.2969311
411,7,650564.9610416,6861136.8371026
412,15,653477.3300180,6862475.1512647
413,4,653477.8861804,6862665.9131449
414,5,651959.8038025,6865810.0804865
415,3,651947.1385803,6865405.3685920
416,5,652061.1661054,6865431.6320666
417,3,651850.1578874,6864734.3279666
418,4,647953.8755262,6863670.3691101
419,5,651749.0278435,6864634.4166824
420,6,650623.5077148,6861162.2911042
421,5,645964.3454848,6860549.3837592
422,3,649114.3189574,6864031.4274726
423,4,649186.4196230,6863210.4763949
424,5,649742.4459011,6859417.4449911
425,3,650901.3739193,6861608.8908253
426,3,648563.0851240,6859620.9606541
427,3,655021.5053963,6861749.4067529
428,4,650929.8872016,6861291.2629238
429,6,648692.0728108,6860936.2996517
430,4,651949.8315269,6866472.1811644
431,4,650996.7938814,6861294.7395313
432,3,654979.4613891,6864377.7263159
433,4,650928.3253577,6861057.9104611
434,3,651997.9602534,6866297.9424243
435,5,650984.2267114,6861067.7080426
436,4,647775.3564317,6860197.0752723
437,7,650557.6771886,6860744.5398100
438,3,655042.6504648,6864487.2425798
439,3,653759.5883420,6862243.4910702
440,3,649218.7455197,6864158.0004699
441,3,653703.3734240,6861852.7862729
442,4,649214.7777000,6863779.1286288
443,3,655011.2376618,6864059.4992631
444,5,650296.8894018,6860765.2513201
445,3,654887.6900879,6864138.2560071
446,3,650685.3468387,6861235.6777396
447,3,655009.3504563,6864169.9442572
448,6,653767.2399550,6863224.5969386
449,3,650902.1503227,6861539.4280969
450,3,653910.4317628,6861662.8463248
451,3,649315.7704915,6863733.5650919
452,3,650786.3180764,6861564.1239254
453,4,650865.4006588,6861693.2671409
454,3,649348.3092056,6861623.3333223
455,3,652020.3831020,6864744.0590403
456,7,649200.5558371,6863400.8763986
457,4,653883.9564602,6862982.6607691
458,5,645727.9727681,6860988.0068323
459,6,652082.4865519,6858384.8611693
460,3,651450.4680373,6865223.3285947
461,3,653388.8155828,6865998.0252120
462,4,651562.2804018,6866288.2364474
463,3,653696.4265325,6863065.9837157
464,4,651997.6312956,6858364.6458001
465,7,652165.9138722,6858668.7401618
466,3,646152.7446081,6860620.2851322
467,3,656369.7046493,6864157.6881553
468,7,654575.6945594,6861413.6541433
469,6,654600.6819435,6858853.0053929
470,6,653628.5206785,6859171.7245563
471,6,654547.6190611,6859130.1370896
472,7,654579.1771449,6859054.9936733
473,3,652152.6189422,6865942.4555577
474,3,652961.4683156,6859579.6886998
475,6,651120.2541304,6865401.0334776
476,8,650042.9982258,6866135.8567437
477,4,650805.1178876,6862320.8086509
478,3,651846.9336687,6866531.2320311
479,3,648009.0237311,6864932.8310677
480,3,654473.7486841,6859240.0378634
481,3,653214.3355052,6858436.6568946
482,4,647923.7217984,6864908.7905851
483,3,647251.9820898,6862157.9193504
484,9,649588.4798180,6859464.8074651
485,3,654784.3000234,6862577.5952937
486,7,649696.1874971,6859455.7649160
487,4,649930.3425641,6859361.0860525
488,9,649304.5929058,6863255.7466168
489,3,654143.4207320,6862132.8261869
490,4,654138.0855425,6862714.7278421
491,3,654006.4021339,6862805.5681485
492,4,650654.2166306,6859465.8072460
493,3,656055.3625793,6859706.0801126
494,5,654308.6593445,6865074.2394323
495,3,652656.9097821,6859469.6989335
496,3,650701.5981587,6859248.0356546
497,6,654179.6954377,6866083.9583302
498,3,654073.9333333,6866099.0666667
499,3,650284.1582692,6860336.8709497
500,5,654734.5107963,6865070.6368928
501,6,646951.4039876,6862124.1507637
502,13,654128.1879800,6863732.0849317
503,3,654079.9848364,6863538.8829132
504,3,654257.3182865,6859019.3947033
505,3,653106.6794660,6861679.9914378
506,3,651689.6938739,6858815.3812528
507,5,652346.3839033,6859010.9542759
508,4,652204.1648883,6860603.9592305
509,4,653272.2604195,6866251.4916434
510,3,653733.5463381,6859343.1801216
511,5,651278.2520601,6862934.6807102
512,5,646701.8811583,6861469.4766967
513,7,655282.6749846,6863037.6548674
514,6,655032.9232180,6863469.5501198
515,3,654220.4780699,6865775.3182264
516,5,652126.6365879,6859812.9984584
517,4,647657.5444583,6860140.4122825
518,3,647577.6628128,6861114.3179939
519,3,654192.4278699,6861770.2494238
520,3,652194.0146899,6864286.2343212
521,4,652377.1176730,6865857.1130711
522,3,654196.2362833,6862032.0741765
523,4,654237.3336178,6863452.4191966
524,4,656911.4608306,6862384.8690064
525,3,650854.3335400,6863824.2188854
526,6,649980.9732937,6864917.2971849
527,5,646088.1093322,6860728.6188043
528,3,645998.7653683,6860712.4310994
529,6,656759.6445368,6861333.3133554
530,4,651909.8567103,6863632.5026084
531,3,654390.9729271,6862148.6467547
532,4,652388.1093635,6865919.4054228
533,5,654340.8291329,6863502.7921096
534,3,654324.1198633,6863342.7257399
535,6,647380.1942565,6864194.2218734
536,3,654735.1227560,6862138.5245638
537,3,650017.2412789,6859444.8361280
538,4,652786.1522219,6866186.2290152
539,4,652038.5523387,6859974.1358213
540,6,646601.2885532,6860986.5467576
541,14,646516.4053986,6861078.3453299
542,5,646836.7522967,6863229.3601521
543,4,646771.1784284,6863267.9923356
544,5,652546.6648402,6863409.3729262
545,3,652080.9969770,6862420.7110092
546,8,647917.8627278,6863096.0997931
547,7,646539.7981852,6863045.4614137
548,4,652522.5140784,6863337.0033490
549,4,651277.6703560,6861704.6882285
550,5,651184.3356612,6861654.5217497
551,3,651018.7118793,6861532.4127406
552,3,650935.2520128,6861438.6704295
553,4,648736.1791720,6864653.6354599
554,4,651081.6948097,6861523.6656875
555,4,651778.6062294,6859155.2755919
556,3,650957.8482170,6861514.3063772
557,4,651042.6089884,6861647.4191771
558,5,648821.8783245,6862377.4454763
559,3,652727.6845998,6866824.7083843
560,8,648802.0214347,6863979.0462726
561,3,653806.2365154,6865753.9103795
562,3,648779.1722726,6863479.6441353
563,3,652445.8613902,6864626.0703586
564,5,652463.1958204,6864011.9296178
565,5,652337.5873370,6864550.7633578
566,4,652319.1185781,6862358.1695884
567,10,654129.3343834,6858874.2340098
568,5,650979.1649741,6861707.3696459
569,4,649876.0423993,6865608.6336136
570,7,645729.2081207,6860020.8470313
571,3,649957.4657861,6865532.5455270
572,4,645698.8032229,6860089.2953374
573,6,649797.1344267,6859500.3154117
574,4,650975.8367029,6861633.7283091
575,3,649962.2246425,6864356.0737080
576,4,652407.4021934,6864512.6756764
577,4,649043.2761614,6865568.8206329
578,3,648920.1139597,6865658.5077024
579,8,652267.6665703,6864049.8107758
580,3,654229.4765894,6863913.0726671
581,4,653839.8764922,6865184.6789471
582,9,649058.6467748,6865645.4968423
583,9,650329.1861833,6858632.2226802
584,3,654214.2682688,6864280.9626172
585,3,656720.6905454,6863216.2058729
586,11,654593.7968221,6861939.3745502
587,3,651890.9896044,6864364.3668993
588,4,653632.2727213,6862297.4653274
589,3,648098.7534607,6861548.5641127
590,8,656885.8903343,6861284.7340424
591,4,654074.4119356,6859771.5023670
592,3,654154.0600991,6864399.2532767
593,5,652064.1584894,6865586.4919522
594,3,646685.4903924,6862226.0319314
595,4,655003.6191508,6862947.0017604
596,8,655114.6399687,6863730.2356531
597,29,646374.2159043,6860538.8254347
598,3,654702.6365523,6861479.8699472
599,5,654678.8639968,6861634.0022115
600,6,656048.2691766,6863741.3757304
601,3,654667.2786664,6864267.0623895
602,3,652758.8832577,6864354.1093520
603,3,653219.8789654,6862652.5621726
604,3,649979.5673222,6864797.3626611
605,7,656132.6712010,6862657.5496653
606,4,654693.7012315,6866065.7329969
607,3,654741.5180715,6866191.9992588
608,7,655482.6311673,6864771.5502611
609,4,655305.3021323,6864027.2855877
610,4,656200.7957908,6859983.5743799
611,4,646110.6564501,6860243.2013800
612,6,656268.8111520,6859687.8363047
613,8,654696.0633381,6863519.8131382
614,5,656092.5725737,6861747.2420676
615,4,654669.1640518,6863665.3887810
616,3,656552.5598225,6863317.5707325
617,3,654190.2187328,6865875.2888545
618,10,646672.6201728,6863069.3667726
619,6,655397.4822302,6860979.5540593
620,5,655297.1092446,6860800.5399782
621,3,653359.1133577,6862583.5156691
622,6,652029.1409227,6865664.4553676
623,4,650902.4878966,6858744.0208263
624,4,656225.4043193,6861259.1279906
625,3,655289.8080848,6861096.2076230
626,3,646679.7429112,6862753.5613949
627,3,646617.4452934,6862403.6737974
628,3,652425.3877559,6859916.3393448
629,3,656353.5981214,6861255.5011940
630,4,646720.9103409,6863292.3498489
631,7,655250.4850289,6860222.0859451
632,4,655805.5092903,6860188.9687290
633,4,655279.4080526,6860144.7304476
634,6,646884.9255138,6862222.3206810
635,3,646844.7659554,6862161.0390204
636,3,655384.6391072,6863972.7871096
637,3,646923.5607853,6861442.0386537
638,12,652869.3117511,6863932.1598269
639,8,655573.3946876,6863731.1235871
640,5,652828.2243669,6863809.4114984
641,4,655857.8382962,6862702.1239392
642,3,655907.2975530,6862632.9116825
643,3,656329.4836999,6861612.9127446
644,11,655266.5653896,6864371.2875517
645,4,655936.4766710,6860367.4435730
646,6,648734.9224907,6863854.0113289
647,3,656055.8569449,6861987.0182138
648,3,653333.1263190,6861724.9403123
649,4,656126.3878068,6862807.0102652
650,19,655274.4299247,6863516.8985915
651,4,655425.8749059,6863597.8307738
652,8,646906.8159511,6861834.2346198
653,3,655350.8949409,6863520.8124854
654,3,655360.9351642,6863304.6709708
655,3,653362.7396137,6866208.4626092
656,3,653331.9164733,6865807.6801916
657,5,655879.6549912,6863754.9700933
658,5,648392.6064176,6863618.9221153
659,4,652520.9925968,6865603.8635310
660,3,655854.3080250,6861960.6039055
661,4,652196.4718271,6866030.8683759
662,3,655963.0104806,6861957.3723615
663,3,652275.6026243,6865961.8601515
664,3,655066.8175474,6864360.6874882
665,3,647176.8511417,6863030.2340458
666,4,651759.1880306,6863652.7810676
667,6,651702.2563671,6863671.7837970
668,4,648932.2309191,6865405.0725644
669,3,656621.2695229,6861860.1050288
670,9,655175.2281241,6860169.5402733
671,3,651500.2122530,6863677.5734129
672,3,651629.6399773,6862867.5253236
673,8,656277.8915576,6861348.5994518
674,3,655122.5568584,6860074.9571394
675,8,654042.7622205,6858470.1787561
676,5,656856.1928784,6862618.1838329
677,7,653933.4366945,6858444.9026797
678,3,651504.2591486,6864452.9364228
679,3,647115.8101576,6862508.5266495
680,3,656913.2338354,6861144.9571422
681,4,655010.5271146,6864281.8580299
682,10,653563.9082678,6859449.9636456
683,3,655923.1756801,6863286.0441845
684,4,651319.6753615,6861682.3986276
685,11,654714.5798985,6861372.6226562
686,3,651292.3212053,6866592.1142445
687,6,651256.6190298,6865101.8078388
688,3,656292.5358011,6860005.1064477
689,4,649861.1042004,6859067.6345117
690,6,650676.8192218,6859670.6796145
691,3,645773.8736420,6860295.9996491
692,5,655688.6794222,6860235.1393655
693,5,648823.6981900,6862179.9464672
694,4,654848.3119106,6866604.6253612
695,6,646060.6947704,6860493.0907176
696,5,652628.1289670,6858375.0031265
697,13,646240.0022448,6860648.9726318
698,3,652381.6866718,6858307.4973908
699,3,648600.7353287,6859050.7892887
700,3,652644.7148768,6858281.6288751
701,4,652485.2538325,6863574.5040840
702,6,648308.3468566,6861654.3792491
703,4,648262.4539968,6861104.9335515
704,4,652532.8875161,6858328.5599795
705,4,652236.9516947,6858582.7642652
706,3,655184.7752830,6860933.4338405
707,3,652399.4448935,6858185.9639017
708,4,653076.7152998,6865288.0577543
709,4,650536.4077059,6863940.3633763
710,5,655057.8505744,6860182.0782619
711,8,653753.4839178,6862646.1058829
712,4,656523.8567909,6860405.6454992
713,3,655162.9836331,6860460.1477925
714,12,653727.0192208,6862442.6196393
715,4,652277.1184849,6858653.9497720
716,6,653695.3464767,6862206.4315842
717,4,652369.7096487,6858793.0079686
718,3,652926.1391482,6865244.4037415
719,3,654892.0977978,6863391.8359476
720,3,653563.5603019,6858713.6677321
721,8,654792.5388718,6863432.8054847
722,3,653638.4330783,6858824.4796145
723,3,652953.9580698,6864676.5696483
724,3,653774.1223536,6862578.6477957
725,3,653607.0928173,6862451.5086775
726,5,653585.2159669,6865253.9189270
727,4,653075.4529000,6863817.6659604
728,3,653627.2899140,6865390.9421021
729,5,652686.5874818,6863774.6519645
730,4,653687.2896877,6858411.0240739
731,6,653626.1371080,6858591.6979434
732,4,653615.3959819,6862036.3214513
733,3,652076.6781783,6865774.1569541
