id,numpoints,X,Y
320,9,625156.8090670,6864911.1472392
321,13,622711.1792058,6857844.8979665
322,0,632135.5285261,6873468.5299994
323,14,631385.9404592,6873196.3192758
324,0,631022.2151176,6873944.2467513
325,15,631783.6888002,6872924.0819550
326,10,623181.3919587,6851153.9109845
327,0,622463.4026754,6850685.4146054
328,0,637195.3742116,6869131.1350994
329,0,637991.1915612,6868019.9650959
330,0,627539.5259963,6852547.1567346
331,0,628605.4571236,6855160.9866511
332,25,627477.4662946,6875191.4991234
333,0,628514.2092848,6851802.0646763
334,25,634665.7538990,6864864.3818512
335,0,635440.1591771,6876056.6615007
336,0,627709.7087615,6852048.3178616
337,8,617112.6492393,6841656.9489960
338,6,625641.9845946,6857379.7078578
339,7,624661.5547515,6858180.7890963
340,7,636859.5299724,6864920.1575199
341,27,637504.6311708,6864279.3043239
342,0,611767.1475966,6825822.5927976
343,15,627378.2265733,6875892.5668050
344,9,625948.3170420,6859080.4513107
345,2,635341.2059294,6869333.4697369
346,0,633188.7588798,6862444.8624602
347,1,634188.2458270,6864222.3481512
348,0,631962.4559065,6852195.9172862
349,2,633055.7584483,6863634.2885249
350,0,616576.3506953,6832553.9176503
351,0,635785.4628903,6864702.6420355
352,7,632884.1585282,6864211.1944372
353,12,626963.7617033,6848643.4164896
354,0,635433.2410251,6858676.0001084
355,0,635910.1029082,6857822.5248589
356,0,636243.6806495,6858981.3491416
357,0,635759.8786605,6858915.0679157
358,0,632896.1867324,6851815.3225221
359,0,631937.9543273,6853554.4888492
360,0,611383.2283617,6877045.1599657
361,17,631611.3450965,6853693.9054596
362,15,638384.8327930,6853340.4595508
363,1,639265.3738260,6852295.6173411
364,0,635327.3856586,6858359.4960659
365,0,635816.5319018,6858471.8290742
366,1,635653.0835407,6859521.8371553
367,0,636780.1568861,6859406.3690526
368,0,637597.5907895,6850910.8220376
369,0,635201.5356476,6858945.9946923
370,0,624458.7488157,6845332.5248264
371,2,614049.8231035,6874791.4050990
372,0,622764.5422295,6851932.9983728
373,5,630706.3017311,6878048.3382835
374,8,624407.2169413,6851816.4197661
375,14,624155.1368112,6853053.7355872
376,0,612313.9472439,6870956.8784474
377,0,607758.8332984,6873217.2493910
378,0,619925.6674041,6824380.5010118
379,0,621975.1641920,6853004.0078558
380,0,640470.6129527,6872385.6198558
381,0,641133.1201214,6871234.4021604
382,19,621765.8668068,6852071.7710955
383,3,620421.7328213,6853219.2177678
384,0,621273.6945992,6852193.1786706
385,26,622122.9249568,6851610.7031951
386,0,631206.5999468,6875724.4648179
387,0,631174.4784810,6876356.3078290
388,7,629963.1054458,6870179.6384810
389,0,627011.1069403,6868073.3637696
390,0,629847.9424837,6876976.9880839
391,0,617522.3473197,6870818.4407648
392,0,630423.8380141,6875754.2954478
393,0,631122.9714006,6876921.1413172
394,10,625333.6421676,6861424.6031884
395,19,619800.6635031,6855092.0174311
396,0,634704.4349111,6861711.3510153
397,1,635460.1483889,6863563.4232463
398,6,630454.5352913,6870656.0737479
399,8,630039.5898242,6871592.2550927
400,0,632548.6073976,6860029.4222052
401,7,630241.9042597,6870027.2514751
402,0,639141.1274457,6855740.8898251
403,22,639578.8495087,6856124.5242305
404,0,638849.3719073,6856045.8913237
405,0,639122.3119848,6855250.4354426
406,0,610716.6525510,6879370.4837618
407,0,608794.9694081,6848470.8984607
408,2,639441.7249859,6869658.9723694
409,1,639799.5401628,6870457.9469149
410,0,605548.3391120,6881160.9687680
411,1,640187.5921203,6869560.5554464
412,0,641253.5363348,6869597.6494101
413,0,641280.1091542,6870054.6534030
414,2,628763.6092832,6875381.2966869
415,0,629125.9876499,6874432.5732328
416,25,629118.8688549,6876346.4190944
417,1,629214.2363188,6875351.3576632
418,1,588945.9919926,6883412.5666593
419,0,616229.0496331,6873770.1322634
420,9,634911.7734896,6867098.6956360
421,3,623628.8413252,6848759.3929739
422,0,591593.2916291,6885213.6175843
423,20,641096.4165449,6869189.2831532
424,0,615819.3794928,6872709.7967993
425,1,615431.8884616,6875885.4346454
426,12,633586.7091758,6877355.0492410
427,0,632196.7776175,6844432.3792157
428,3,634356.2987382,6878056.9834597
429,18,633058.2384989,6877926.4743608
430,6,633502.5601662,6865133.6493800
431,20,634455.1761238,6867257.7475261
432,16,632877.8953878,6846071.2869978
433,0,603398.4954661,6840081.5751678
434,0,632896.1867324,6851815.3225221
435,0,631937.9543273,6853554.4888492
436,0,611383.2283617,6877045.1599657
437,17,631611.3450965,6853693.9054596
438,0,633188.7588798,6862444.8624602
439,1,634188.2458270,6864222.3481512
440,0,631962.4559065,6852195.9172862
441,2,633055.7584483,6863634.2885249
442,1,635653.0835407,6859521.8371553
443,0,636780.1568861,6859406.3690526
444,0,637597.5907895,6850910.8220376
445,0,635201.5356476,6858945.9946923
446,0,635433.2410251,6858676.0001084
447,0,635910.1029082,6857822.5248589
448,0,636243.6806495,6858981.3491416
449,0,635759.8786605,6858915.0679157
450,0,638695.0813871,6873253.5310677
451,37,635868.1367957,6865366.6369887
452,13,626214.5677966,6846337.7387825
453,0,639185.5644151,6873172.7402337
454,15,638384.8327930,6853340.4595508
455,1,639265.3738260,6852295.6173411
456,0,635327.3856586,6858359.4960659
457,0,635816.5319018,6858471.8290742
458,0,603818.1872251,6878764.5572192
459,31,617472.7676717,6874817.2868435
460,0,609933.4739842,6837705.7903518
461,114,632312.6515098,6864919.1103256
462,0,602919.5284151,6876855.8686115
463,2,622603.6004800,6880262.1033736
464,0,622321.7341610,6874788.9436348
465,19,627581.9010075,6859528.2736427
466,0,605621.9852072,6878043.0044990
467,0,604169.6649496,6879033.8093965
468,5,606178.8998994,6876904.1986569
469,0,604357.4704084,6877696.4218984
470,4,606178.7560084,6877278.6706931
471,0,605282.6366741,6878682.5862494
472,0,604306.9121424,6878491.9812403
473,0,604706.0549167,6879079.3857614
474,0,637361.3427289,6862233.5674696
475,0,636461.6159910,6861603.7787938
476,0,629147.5487852,6851263.1392189
477,0,630914.7750097,6851277.4845716
478,0,637578.2212133,6862728.5028916
479,9,635592.8891604,6860442.1999349
480,5,637814.8285501,6861669.5818711
481,3,637326.9766092,6861388.1078961
482,0,640769.6057318,6854768.8845397
483,0,640217.8549403,6854027.4747672
484,0,614743.3078261,6844713.0694658
485,0,640497.5124929,6855171.6567979
486,8,639038.4228951,6868569.2884675
487,11,640121.5713750,6867602.5057299
488,3,638826.9657980,6854036.0399673
489,0,641701.8055535,6853413.6729329
490,19,627668.4289853,6856183.4807875
491,10,627334.9329109,6856760.2044705
492,0,623278.1197562,6854249.6403222
493,0,622717.7247808,6852884.9942463
494,2,624454.9090391,6868971.8146473
495,0,620884.5386689,6881140.6434957
496,39,629529.9512274,6856114.6175541
497,0,620131.9330750,6850545.9041290
498,0,637450.6153516,6855585.7733941
499,0,624325.0374527,6843301.2705782
500,1,620561.2120065,6876632.9927979
501,0,637181.2210904,6855130.4611851
502,0,624745.9032462,6853760.1207020
503,0,637094.3100250,6856621.3880396
504,1,626013.2711584,6853576.9783445
505,15,626974.2572291,6853681.6504028
506,15,608532.5168015,6877386.5154194
507,1,615599.1541616,6881257.8581190
508,16,607431.0641625,6877770.8354074
509,0,607446.2624063,6879033.8603734
510,1,633259.4504361,6847175.9016695
511,0,620065.2831283,6876000.1225927
512,4,638047.6042527,6856650.4511880
513,25,612227.9889742,6833596.0929665
514,8,621350.8388527,6879470.3509690
515,4,620764.7598538,6879331.6065472
516,0,631072.3304790,6863471.1731681
517,12,620279.1130070,6879586.6263752
518,0,608200.5846726,6877628.9818796
519,0,607870.1559892,6876259.3867888
520,12,620197.9259075,6878608.5237020
521,0,608000.0237880,6878380.2809134
522,1,622409.7287163,6858765.7124478
523,3,622978.3135886,6858691.2204676
524,9,625156.8090670,6864911.1472392
525,13,622711.1792058,6857844.8979665
526,0,622511.1435684,6856332.7279020
527,0,619409.1805268,6881661.6742894
528,0,623257.3934778,6858449.1135178
529,0,623172.8325055,6859626.4964066
530,10,623181.3919587,6851153.9109845
531,0,622463.4026754,6850685.4146054
532,0,637195.3742116,6869131.1350994
533,0,637991.1915612,6868019.9650959
534,0,633652.2419890,6855239.3211824
535,0,633947.0614351,6857290.5314851
536,0,635075.9476008,6854256.9583499
537,0,602668.7887358,6873436.7122474
538,25,634665.7538990,6864864.3818512
539,0,635440.1591771,6876056.6615007
540,0,627709.7087615,6852048.3178616
541,8,617112.6492393,6841656.9489960
542,0,632135.5285261,6873468.5299994
543,14,631385.9404592,6873196.3192758
544,0,631022.2151176,6873944.2467513
545,15,631783.6888002,6872924.0819550
546,0,611767.1475966,6825822.5927976
547,15,627378.2265733,6875892.5668050
548,9,625948.3170420,6859080.4513107
549,2,635341.2059294,6869333.4697369
550,0,627539.5259963,6852547.1567346
551,0,628605.4571236,6855160.9866511
552,25,627477.4662946,6875191.4991234
553,0,628514.2092848,6851802.0646763
554,0,616576.3506953,6832553.9176503
555,0,635785.4628903,6864702.6420355
556,7,632884.1585282,6864211.1944372
557,12,626963.7617033,6848643.4164896
558,6,625641.9845946,6857379.7078578
559,7,624661.5547515,6858180.7890963
560,7,636859.5299724,6864920.1575199
561,27,637504.6311708,6864279.3043239
562,2,634871.0096330,6866212.9299935
563,2,624767.7976787,6859126.3011447
564,0,602001.0142218,6860059.5284169
565,4,631038.5124669,6844974.6594564
566,0,625979.0678418,6875081.4921009
567,2,625448.3395899,6874895.0596286
568,0,601624.5593650,6847496.7737332
569,0,626226.9030029,6875628.0393236
570,0,632430.7958487,6877258.9804789
571,0,632480.2769390,6878157.4248633
572,0,606383.9535117,6857158.9636118
573,0,635252.4591723,6852011.5210151
574,3,633499.2799556,6878212.2599984
575,0,635306.9932659,6878238.0289686
576,8,633997.8865256,6878430.2409117
577,0,634862.2584349,6877849.6682195
578,0,632007.0427614,6867304.1128868
579,6,633311.7087216,6867105.8030079
580,1,633207.6087712,6867452.3036063
581,0,631203.4708939,6866849.4665757
582,13,610027.7494803,6862174.5775329
583,0,603509.1038593,6866124.7841439
584,2,632606.2078887,6867299.3033538
585,2,632886.9753902,6865744.9183546
586,0,613296.8472620,6838155.5577149
587,0,614054.2400937,6838432.9527547
588,0,641073.6065385,6870656.1679969
589,1,614625.9298773,6839187.7570782
590,0,641546.9490192,6871776.9304225
591,1,632601.0666850,6866843.3074878
592,0,638874.0998307,6872128.9892878
593,3,639186.2996298,6871768.9664154
594,0,604301.1625543,6875869.9948333
595,2,603921.7626009,6875359.6170110
596,1,625007.3925751,6875988.6521066
597,0,623263.5859685,6877083.4056769
598,12,598134.8512955,6878303.1523532
599,17,603530.0616290,6872021.8069445
600,0,613365.0403854,6877348.2622509
601,0,641159.7958467,6872058.8114373
602,0,630268.1928190,6856961.6212094
603,6,629625.3025749,6868181.7317432
604,0,627881.9794795,6867221.2348145
605,1,629805.3626854,6856663.2758953
606,15,617930.4589681,6858335.5531582
607,0,622293.8086322,6838476.9289386
608,11,593176.0830781,6873792.7031375
609,0,614315.5098643,6851104.5161389
610,0,597265.8869936,6886625.9827978
611,0,605216.3759051,6876546.1082408
612,4,636893.8999855,6858058.6617355
613,4,637351.0559755,6858195.4094761
614,0,611208.1164934,6855948.6825167
615,0,611850.8654075,6864273.7163625
616,0,605163.3276805,6875928.6845927
617,0,636962.5120395,6862746.5042726
618,0,635870.5707672,6856631.7617878
619,0,605839.9526603,6872296.9042477
620,0,637798.0392588,6855989.9065135
621,0,636109.4591010,6857040.5430541
622,0,637244.1746996,6857413.6809096
623,1,595604.4196554,6884074.8580920
624,3,602139.2139878,6857191.9782049
625,0,636902.7236546,6857153.0243131
626,1,615379.3201653,6844418.6134857
627,0,600568.8231999,6871097.9360560
628,0,603283.6329360,6882625.0861757
629,0,628449.8608636,6835804.9686702
630,45,640322.2792494,6868714.2608976
631,23,640606.7200980,6868364.2863215
632,0,640980.8394079,6853783.6445932
633,0,639865.6481638,6854101.4458725
634,0,601356.1310600,6884326.6141795
635,27,615138.5697932,6825933.9143816
636,0,623424.2489321,6852703.7591569
637,0,617553.5131469,6854299.2884199
638,2,628393.0060575,6856346.8026548
639,7,595486.0191845,6881048.4911346
640,30,602751.9938363,6854076.0497214
641,0,606043.7748268,6864967.8114245
642,0,613965.7709952,6871388.0417118
643,0,608710.1280976,6854070.2680396
644,5,622258.1062969,6851958.3281101
645,0,622381.5770134,6852537.7730674
646,0,612914.8048166,6847427.0981619
647,0,597230.1003179,6873883.1080362
648,0,609940.4118097,6884324.6228765
649,0,597251.7243960,6844973.3215019
650,10,617226.7842643,6847555.3476024
651,3,624904.9901391,6879362.4188616
652,0,611757.2941452,6883257.5232792
653,13,629674.1609717,6859625.2187353
654,0,596383.5916156,6863005.2291770
655,0,620667.6044043,6851713.1635695
656,0,606603.9084645,6833034.0513628
657,1,639636.3367710,6871283.3985506
658,0,630988.8454813,6870705.0081181
659,0,630431.4630483,6869811.2949370
660,0,628839.4910420,6869559.4601921
661,0,627802.0778215,6869387.4519325
662,0,618632.0348460,6867551.4803535
663,0,606303.4049725,6836579.4081922
664,37,631286.8729070,6871658.7671539
665,0,597751.7610206,6852435.8937785
666,1,630380.7507204,6861199.6295282
667,2,615079.2198326,6870468.4558930
668,12,631493.7420192,6860635.4738088
669,0,595696.0022142,6866732.8422503
670,2,629479.5587360,6869221.9660360
671,1,629756.4476666,6870331.1730377
672,4,613338.3811921,6855729.8705265
673,2,629168.0692200,6869330.3421583
674,15,640221.4024596,6870046.7366184
675,0,611676.8942461,6858553.2080571
676,18,639995.0948762,6869161.8510570
677,0,601763.5632397,6867028.3861710
678,0,623407.2420604,6841557.9996241
679,0,616606.7987652,6822295.5191503
680,0,604314.0654433,6860485.8681728
681,0,640268.5397252,6871747.2490032
682,0,616497.1143229,6873293.5747033
683,0,606294.4192177,6851442.3138647
684,28,622655.0002469,6849857.7500325
685,0,589110.2963936,6877664.4843612
686,6,638707.6821626,6856362.6678032
687,2,639590.5197731,6856564.7916517
688,10,610846.8250638,6873265.4658088
689,3,613727.7566911,6863319.3182091
690,5,629618.7831096,6853449.7079543
691,0,628858.4294677,6853182.5261590
692,0,620850.2925554,6865236.2045389
693,0,629307.4048272,6853979.6728674
694,7,629212.7999641,6852366.9906768
695,0,629681.2189899,6852348.0975564
696,0,629573.3295169,6854668.9868725
697,0,628650.4063057,6852592.0393496
698,2,633966.7715954,6863497.6167020
699,2,633606.8507823,6864230.7388623
700,22,630397.8150252,6854506.9943278
701,0,598041.1889173,6872297.1239991
702,0,595903.2787378,6870146.3947943
703,0,599523.3521648,6841180.4494500
704,0,636994.6653552,6864619.0214424
705,26,620456.1744086,6868775.6826127
706,0,600690.0124690,6880363.4657888
707,0,636625.3122992,6858404.5022075
708,0,591417.6034415,6878508.6386239
709,0,594275.1622070,6868036.8291481
710,0,598536.1301890,6863579.3271887
711,2,630391.8725070,6853254.2194438
712,0,636257.4540912,6857855.9009179
713,0,621796.5507235,6826679.7862482
714,7,637501.9485542,6872193.5565239
715,0,637972.9720928,6873648.5182619
716,0,638039.1720399,6872377.0209362
717,0,637301.8192174,6871492.8595711
718,21,636110.9432774,6866055.3051454
719,1,617324.1336471,6850458.1378593
720,3,637207.9564020,6872948.8560609
721,0,595502.5915960,6865123.0803407
722,0,621721.8224779,6860978.6560134
723,5,596891.8722722,6856305.5337455
724,0,619201.9240998,6843239.3561450
725,0,614613.3362745,6861318.0444977
726,1,636613.7879411,6872052.2417703
727,8,636790.1424471,6871742.6471420
728,0,622702.3325949,6870935.6885883
729,0,618883.3687272,6819160.9894696
730,0,603870.5350743,6878278.2942171
731,2,603572.6095510,6879028.9461814
732,0,603496.8833418,6878318.5168666
733,0,603836.8781778,6879079.5784703
