id,numpoints,X,Y
456,2,651994.8212998,6862322.8996386
457,1,655531.7621005,6864133.5987140
458,2,654890.6298099,6864115.1361300
459,1,651894.7076243,6862862.7496886
460,1,652032.4617605,6862353.8653955
461,5,652171.5158371,6862325.4593017
462,4,652649.2014726,6862935.7384200
463,5,652592.2719100,6862832.6745776
464,1,652418.2166014,6862949.9340631
465,1,651967.2456156,6862836.6119334
466,4,652085.2420403,6862320.9496710
467,2,645342.9902961,6860187.6789552
468,1,651904.4851049,6862299.0114198
469,2,652405.2605667,6862277.8149385
470,2,652226.3834771,6862251.1319019
471,5,651963.3921472,6862250.0598765
472,2,652473.9402215,6862170.1321600
473,2,652055.3003416,6862228.8836543
474,2,652692.5784168,6862166.7410564
475,1,645778.6452988,6859957.9918661
476,1,652654.1217026,6862301.5304197
477,2,652378.2203802,6862221.4769403
478,1,651620.0530549,6862579.5211910
479,2,653059.8745602,6862243.1451624
480,2,645907.9462101,6860380.4275128
481,4,651639.4630100,6862673.6980786
482,2,645858.6608638,6860040.5588327
483,3,651788.4034633,6862612.0215723
484,1,645833.4168276,6861562.5430657
485,8,651596.7983433,6862729.4808838
486,1,645860.0824083,6861229.2742224
487,2,652723.4810387,6862411.2806025
488,1,645728.9541286,6860731.1648834
489,11,652852.0743331,6862900.2260192
490,1,652769.3572331,6862750.6423362
491,1,652793.5690461,6862808.8847953
492,1,652800.4186313,6862300.0138569
493,2,652587.2706612,6862427.7862009
494,1,645954.9696599,6861578.4687556
495,2,651081.0320782,6862856.0637045
496,9,646037.5794156,6860219.8747903
497,1,647813.0471537,6865214.8634401
498,7,645934.0591480,6860122.7793723
499,5,651390.7003397,6862905.1134587
500,2,647749.0715908,6865076.7900541
501,5,651281.0333484,6862936.9833651
502,1,645855.4915858,6860680.0811359
503,1,645997.6432455,6861364.2850600
504,2,645920.1196919,6861181.1215069
505,1,645973.7604841,6861182.2707099
506,1,652937.2663214,6861869.2426377
507,2,645806.5804430,6860584.2716929
508,1,652999.5046773,6861720.4299125
509,1,650558.6022012,6859729.3674174
510,1,651938.0639304,6862457.5136404
511,1,645736.4129430,6860417.6099214
512,4,651807.5346066,6862510.4232406
513,2,645843.1293023,6860402.2469030
514,9,649239.6914740,6862130.4318206
515,2,645828.8021642,6861336.0650819
516,2,650527.2065924,6859628.0426003
517,1,646008.4556356,6861241.5940210
518,6,650674.8867950,6859667.2871512
519,1,645939.0052416,6860849.9366815
520,4,651712.3338253,6862543.8394534
521,24,645756.5108451,6860320.0186676
522,1,652190.1330043,6862548.6566005
523,3,645827.0086836,6860008.0469821
524,1,652121.3123848,6862459.2439745
525,1,645774.8577973,6861439.5938505
526,1,645831.2741618,6861614.9821196
527,1,651910.9802873,6862571.1737464
528,1,646039.4598246,6861384.5073304
529,2,645580.5938723,6860281.6811471
530,5,645487.9594065,6860235.7397055
531,1,652052.6449702,6859237.8360100
532,2,652032.9319480,6858032.3315753
533,1,647799.6421502,6865124.0583305
534,4,646110.8545954,6860241.1522256
535,1,646123.8980112,6860345.8966395
536,4,650943.5522038,6859229.7999927
537,1,648430.0660846,6865559.6833011
538,1,652297.1759296,6861014.7128913
539,2,648473.6945978,6865522.3849367
540,4,648403.0698297,6865453.5124527
541,2,645977.7128437,6861299.9849651
542,5,645865.1952720,6860263.9054228
543,1,645813.1250277,6861158.4356597
544,2,650974.1151906,6859421.9286216
545,1,651882.5862994,6857753.7442684
546,3,645853.7955639,6860147.1053653
547,4,645675.4281329,6860065.7934310
548,2,645507.7814098,6860674.3180104
549,1,651997.1227033,6858324.0673209
550,1,651997.1227033,6858324.0673209
551,1,652148.6237520,6858545.2859955
552,1,654481.0347165,6859097.4197310
553,1,652530.5932395,6859431.7130529
554,4,652525.7467990,6859941.1498243
555,1,652023.0387795,6860163.6039515
556,3,653216.6151032,6861595.5796842
557,2,652254.8942464,6859807.1106901
558,2,653616.0452578,6861694.3639395
559,1,648839.9974478,6861092.6722885
560,2,652697.1296583,6864408.8870420
561,1,652002.7923672,6859816.1205422
562,1,652583.3713253,6864394.3891164
563,3,652556.6815191,6864322.5655243
564,1,647198.5100161,6862056.9161884
565,4,652037.4991283,6859979.8386870
566,5,652204.0010020,6860621.5524763
567,1,648698.6377792,6860929.4115320
568,6,653608.2223545,6861836.5485989
569,1,652384.4709126,6859758.8298917
570,5,652498.5084428,6859800.5440631
571,5,652470.0711808,6860123.9162133
572,5,652253.0506512,6863477.4772439
573,1,652448.1269189,6860239.9352966
574,4,652183.4908007,6863508.7304123
575,1,648836.5092323,6861385.8910948
576,3,652464.4525954,6860012.4926652
577,6,652322.4169144,6864432.5879620
578,5,652063.2792374,6864460.3765066
579,3,652194.6225239,6864282.3876315
580,2,652234.0223648,6863665.6279706
581,5,652541.5368260,6864490.0084114
582,3,652898.1351104,6864509.5602146
583,2,652312.6364372,6859914.3923088
584,2,652700.8224239,6864471.2375870
585,1,652190.9139343,6859968.4449299
586,5,652330.8584895,6860450.8037645
587,3,652378.5258025,6863484.0953258
588,6,652223.3667722,6860415.3837652
589,3,652260.0753728,6863875.9293651
590,1,653279.8164238,6861985.1447459
591,1,652325.2335332,6860629.9510150
592,2,653179.4998481,6861988.6841181
593,11,653443.1099795,6861824.9998349
594,1,653020.9413538,6859143.9301131
595,1,653566.6970355,6861626.4541381
596,1,653038.1344386,6861995.8163722
597,3,653252.1454263,6861673.4127587
598,1,653042.3662659,6860083.8623661
599,2,652374.8549208,6862314.3169628
600,1,652522.4084339,6860475.4216600
601,6,652526.8263266,6860379.1681117
602,1,652579.9521011,6860173.6372373
603,1,652602.9060120,6860387.2735999
604,4,652517.5742508,6860637.9713670
605,3,648691.4992000,6862099.4961329
606,1,652377.8621790,6860334.5774647
607,1,652341.8023487,6860110.9753175
608,1,653465.5657705,6861473.0374991
609,1,653254.7961261,6861470.4353453
610,3,653166.2201205,6860334.9354687
611,2,653005.2840362,6860167.7730612
612,2,652052.0910104,6860648.9122522
613,4,653075.4101125,6863816.8672726
614,6,653155.7047014,6860438.0553382
615,2,652584.0089631,6864728.7398055
616,1,651996.5657975,6860705.5681245
617,1,653145.5134603,6863397.5543706
618,3,652660.2384153,6860033.3682505
619,1,653921.6553606,6859894.6574031
620,5,652860.5663714,6859976.4752012
621,2,652869.3031934,6860226.7771041
622,1,654612.7972977,6864091.2720286
623,2,654529.3377685,6864119.0914458
624,7,652514.1534470,6861142.3790004
625,4,652184.2042133,6864766.1272217
626,1,651770.1311181,6861727.8191487
627,1,652353.7686860,6861106.0923371
628,1,652429.4223676,6861167.1200239
629,1,652395.6295339,6861033.1526632
630,8,652526.8316664,6860813.7378986
631,1,652943.6502311,6864105.0644101
632,2,652672.5159079,6861204.9577245
633,3,652586.6877866,6861285.7833931
634,3,652855.1429930,6864354.4204711
635,1,652594.2640134,6861120.6912400
636,3,652756.6099371,6864354.8858615
637,1,651805.0524875,6861572.7792391
638,2,652617.7417940,6864583.6772498
639,1,652450.3313554,6864627.3073561
640,1,652560.3594887,6864642.0239871
641,2,652224.7560192,6864648.8624345
642,2,652437.0390122,6864695.1405409
643,1,652110.4924526,6864688.1506183
644,3,652012.8511759,6864795.1495978
645,1,651640.3791996,6861143.5302700
646,2,652092.8456284,6864623.1078053
647,1,652355.2877254,6864686.1026764
648,3,652867.2042926,6859139.4948276
649,1,655369.0735389,6863230.6021506
650,2,655001.2114857,6863206.7742484
651,2,652455.1521719,6863193.6640543
652,1,653507.1778373,6859275.0137670
653,5,653622.9875086,6859174.6832991
654,1,655884.2569930,6863126.3739410
655,1,653424.2843684,6859206.5738328
656,3,653495.2463273,6859097.0591719
657,2,652827.4709292,6858887.9398334
658,2,653018.7705873,6863303.6102437
659,1,653629.2452272,6859311.0802877
660,1,652221.2891832,6863247.8378832
661,3,653500.8122071,6858782.2334538
662,1,652356.5473143,6863209.9701752
663,1,653568.2999872,6858778.5364964
664,3,653564.6369029,6858714.0805587
665,3,652822.8397473,6863299.1771431
666,1,651946.6532128,6858158.4042722
667,3,653837.1333148,6858426.4949997
668,3,653218.1081974,6862650.4174001
669,7,653933.3596582,6858444.9014274
670,4,653761.5952998,6858671.5374910
671,1,653474.5030870,6863397.1508692
672,2,656485.0567089,6864105.2312912
673,2,653529.0904185,6858980.5930753
674,3,653686.2555159,6863263.1936073
675,2,653665.6190501,6858917.6402469
676,1,653793.7073253,6863405.6063767
677,1,653594.6100683,6858848.6571322
678,2,653896.6042998,6863226.8908428
679,1,653567.0851056,6863251.0728809
680,1,646042.3841122,6860861.6805203
681,1,652665.6360219,6863031.0970831
682,6,652834.1423742,6859270.1437804
683,1,652959.0866002,6863127.8283599
684,1,653311.8625398,6859363.0002979
685,3,652960.3672751,6863004.0557009
686,1,652042.7074699,6864086.1580573
687,1,652980.8200519,6863066.6626655
688,3,654080.9540930,6863943.7505321
689,1,649262.8286943,6858719.4625484
690,8,652615.6382386,6863952.3643361
691,2,653209.3108873,6859452.0371004
692,1,652819.2712607,6863135.1955803
693,4,653672.0351009,6859542.6429339
694,1,652850.1865021,6863071.7626904
695,1,649413.5812490,6858671.0035787
696,3,653917.9193569,6859735.9592156
697,5,653437.3730197,6859622.9130226
698,1,653944.1322507,6863892.2945730
699,1,652884.5552175,6863143.0849199
700,1,652940.4855390,6864039.1174793
701,3,652709.8650644,6859905.9492415
702,1,652789.6535582,6864072.7085276
703,4,652690.4485461,6859828.6929992
704,5,652463.4682209,6864011.9459636
705,9,652729.1783965,6863889.9264513
706,1,652604.3572969,6859783.3058491
707,3,652473.5789605,6863821.6976223
708,2,652458.6852135,6863464.4528987
709,1,654409.3541828,6859120.3026497
710,1,652940.4855390,6864039.1174793
711,1,653138.6383129,6859661.4630715
712,1,652842.9927550,6859712.3710628
713,8,652267.2869957,6864050.5378279
714,3,653777.2636468,6859055.5813128
715,4,652020.3296268,6863537.9456212
716,3,653931.9099286,6859141.3843725
717,4,652379.0377099,6863630.5127227
718,8,652238.7409497,6863417.5150085
719,6,652806.3371499,6859320.5512143
720,3,652352.7410342,6863515.9477500
721,2,652576.2721616,6859351.4143959
722,2,652033.9412060,6863923.6645093
723,1,653755.2237547,6858987.1369571
724,1,648907.8576801,6858676.8065126
725,1,652095.7602833,6863699.1252650
726,1,653979.0515097,6859905.1531450
727,4,652373.8106714,6863386.4784728
728,2,654120.7662627,6858986.0739552
729,3,652081.3726648,6863454.0917889
730,1,653885.6885039,6858877.3000088
731,7,652331.8228933,6863299.3540973
732,4,654020.4619744,6859043.3056173
733,3,652494.7963468,6863263.6860530
