DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS,ORIGINE,NUMPOINTS,X,Y
213,75109,PARIS 9E ARRONDISSEMENT,3503,751093503,FAUBOURG MONTMARTRE 3,H,,11,652009.3176793,6864114.8692111
214,75109,PARIS 9E ARRONDISSEMENT,3504,751093504,FAUBOURG MONTMARTRE 4,A,,12,651609.5035434,6863852.7972544
215,75109,PARIS 9E ARRONDISSEMENT,3601,751093601,ROCHECHOUART 1,H,,16,652068.5453853,6864360.2015401
216,75109,PARIS 9E ARRONDISSEMENT,3602,751093602,ROCHECHOUART 2,H,,9,651855.4460795,6864393.2364115
217,75109,PARIS 9E ARRONDISSEMENT,3603,751093603,ROCHECHOUART 3,H,,3,651726.4787578,6864454.2310954
218,75109,PARIS 9E ARRONDISSEMENT,3604,751093604,ROCHECHOUART 4,H,,4,651620.8484901,6864430.7481781
219,75109,PARIS 9E ARRONDISSEMENT,3605,751093605,ROCHECHOUART 5,H,,7,651837.7671101,6864608.7028444
220,75109,PARIS 9E ARRONDISSEMENT,3606,751093606,ROCHECHOUART 6,H,,9,652161.7981184,6864498.9823239
221,75109,PARIS 9E ARRONDISSEMENT,3607,751093607,ROCHECHOUART 7,H,,11,652178.4945633,6864702.7852218
222,75109,PARIS 9E ARRONDISSEMENT,3608,751093608,ROCHECHOUART 8,H,,9,651901.6849447,6864727.1599233
223,75109,PARIS 9E ARRONDISSEMENT,3609,751093609,ROCHECHOUART 9,H,,11,651841.9073302,6864867.1746460
224,75109,PARIS 9E ARRONDISSEMENT,3610,751093610,ROCHECHOUART 10,H,,15,652212.6909805,6864917.1881342
225,75110,PARIS 10E ARRONDISSEMENT,3701,751103701,SAINT-VINCENT DE PAUL 1,H,,2,653501.9796560,6864918.0813777
226,75110,PARIS 10E ARRONDISSEMENT,3702,751103702,SAINT-VINCENT DE PAUL 2,H,,4,653286.4450552,6864739.4339128
227,75110,PARIS 10E ARRONDISSEMENT,3703,751103703,SAINT-VINCENT DE PAUL 3,H,,17,652834.9077081,6864420.6340720
228,75110,PARIS 10E ARRONDISSEMENT,3704,751103704,SAINT-VINCENT DE PAUL 4,H,,27,652591.7576293,6864467.0259056
229,75110,PARIS 10E ARRONDISSEMENT,3705,751103705,SAINT-VINCENT DE PAUL 5,H,,29,652371.3204630,6864539.4611800
230,75110,PARIS 10E ARRONDISSEMENT,3706,751103706,SAINT-VINCENT DE PAUL 6,H,,7,652445.3338213,6864838.8542627
231,75110,PARIS 10E ARRONDISSEMENT,3707,751103707,SAINT-VINCENT DE PAUL 7,H,,3,653043.5434779,6864763.0157868
232,75110,PARIS 10E ARRONDISSEMENT,3708,751103708,SAINT-VINCENT DE PAUL 8,H,,2,653098.8721669,6865024.2273753
233,75110,PARIS 10E ARRONDISSEMENT,3709,751103709,SAINT-VINCENT DE PAUL 9,H,,3,653357.9201422,6865019.9588029
234,75110,PARIS 10E ARRONDISSEMENT,3710,751103710,SAINT-VINCENT DE PAUL 10,A,,0,653064.9292272,6864424.9717943
235,75110,PARIS 10E ARRONDISSEMENT,3711,751103711,SAINT-VINCENT DE PAUL 11,A,,0,652564.4862578,6864966.5844125
236,75110,PARIS 10E ARRONDISSEMENT,3712,751103712,SAINT-VINCENT DE PAUL 12,A,,4,652814.1711895,6864864.2507826
237,75110,PARIS 10E ARRONDISSEMENT,3801,751103801,PORTE SAINT-DENIS 1,H,,12,652781.2558851,6864022.5037630
238,75110,PARIS 10E ARRONDISSEMENT,3802,751103802,PORTE SAINT-DENIS 2,H,,10,652628.4544468,6863636.6969068
239,75110,PARIS 10E ARRONDISSEMENT,3803,751103803,PORTE SAINT-DENIS 3,H,,13,652361.5123379,6863653.4931993
240,75110,PARIS 10E ARRONDISSEMENT,3804,751103804,PORTE SAINT-DENIS 4,H,,7,652391.4346837,6863846.9576085
241,75110,PARIS 10E ARRONDISSEMENT,3805,751103805,PORTE SAINT-DENIS 5,H,,20,652299.2838387,6864151.5989479
242,75110,PARIS 10E ARRONDISSEMENT,3806,751103806,PORTE SAINT-DENIS 6,H,,34,652566.4295622,6864094.5246326
243,75110,PARIS 10E ARRONDISSEMENT,3901,751103901,PORTE SAINT-MARTIN 1,H,,1,653617.8889353,6863542.0975600
244,75110,PARIS 10E ARRONDISSEMENT,3902,751103902,PORTE SAINT-MARTIN 2,H,,2,653407.4829097,6863510.8472702
245,75110,PARIS 10E ARRONDISSEMENT,3903,751103903,PORTE SAINT-MARTIN 3,H,,0,653282.1868987,6863464.7613451
246,75110,PARIS 10E ARRONDISSEMENT,3904,751103904,PORTE SAINT-MARTIN 4,H,,3,653093.7224228,6863431.2767904
247,75110,PARIS 10E ARRONDISSEMENT,3905,751103905,PORTE SAINT-MARTIN 5,H,,3,652852.3548080,6863517.7071609
248,75110,PARIS 10E ARRONDISSEMENT,3906,751103906,PORTE SAINT-MARTIN 6,H,,22,652784.3681264,6863718.2900160
249,75110,PARIS 10E ARRONDISSEMENT,3907,751103907,PORTE SAINT-MARTIN 7,H,,9,652973.4466358,6863721.9532583
250,75110,PARIS 10E ARRONDISSEMENT,3908,751103908,PORTE SAINT-MARTIN 8,H,,8,653175.8753868,6863765.2249470
251,75110,PARIS 10E ARRONDISSEMENT,3909,751103909,PORTE SAINT-MARTIN 9,H,,1,653480.0550803,6863782.8717119
252,75110,PARIS 10E ARRONDISSEMENT,3910,751103910,PORTE SAINT-MARTIN 10,H,,3,653054.8613051,6863995.3902296
253,75110,PARIS 10E ARRONDISSEMENT,3988,751103988,CANAL ST-MARTIN,D,,2,653434.2112514,6863679.3191284
254,75110,PARIS 10E ARRONDISSEMENT,4001,751104001,HOPITAL SAINT-LOUIS 1,H,,18,654113.1379499,6863730.1200064
255,75110,PARIS 10E ARRONDISSEMENT,4002,751104002,HOPITAL SAINT-LOUIS 2,H,,10,653997.3308640,6863867.5994811
256,75110,PARIS 10E ARRONDISSEMENT,4003,751104003,HOPITAL SAINT-LOUIS 3,H,,2,653859.3135456,6863687.6597857
257,75110,PARIS 10E ARRONDISSEMENT,4004,751104004,HOPITAL SAINT-LOUIS 4,H,,1,653744.8633251,6863598.2885712
258,75110,PARIS 10E ARRONDISSEMENT,4005,751104005,HOPITAL SAINT-LOUIS 5,H,,3,653925.9375735,6864001.2955672
259,75110,PARIS 10E ARRONDISSEMENT,4006,751104006,HOPITAL SAINT-LOUIS 6,H,,1,653843.3752082,6864168.4378920
260,75110,PARIS 10E ARRONDISSEMENT,4007,751104007,HOPITAL SAINT-LOUIS 7,H,,0,653544.6411609,6864191.7115712
261,75110,PARIS 10E ARRONDISSEMENT,4008,751104008,HOPITAL SAINT-LOUIS 8,H,,0,653242.1469518,6864255.3413607
262,75110,PARIS 10E ARRONDISSEMENT,4009,751104009,HOPITAL SAINT-LOUIS 9,H,,2,653441.9371699,6864568.6777416
263,75110,PARIS 10E ARRONDISSEMENT,4010,751104010,HOPITAL SAINT-LOUIS 10,H,,0,653712.3803130,6864541.5439356
264,75110,PARIS 10E ARRONDISSEMENT,4011,751104011,HOPITAL SAINT-LOUIS 11,H,,2,653621.3496875,6864841.6497418
265,75110,PARIS 10E ARRONDISSEMENT,4012,751104012,HOPITAL SAINT-LOUIS 12,A,,0,653640.5709987,6863928.5296270
266,75110,PARIS 10E ARRONDISSEMENT,4088,751104088,CANAL ST-MARTIN,D,,0,653563.9162469,6864506.1091806
267,75111,PARIS 11E ARRONDISSEMENT,4101,751114101,FOLIE MERICOURT 1,H,,6,654571.0171451,6863236.3113786
268,75111,PARIS 11E ARRONDISSEMENT,4102,751114102,FOLIE MERICOURT 2,H,,10,654374.2488349,6863152.2222571
269,75111,PARIS 11E ARRONDISSEMENT,4103,751114103,FOLIE MERICOURT 3,H,,6,654179.4755822,6863081.3056023
270,75111,PARIS 11E ARRONDISSEMENT,4104,751114104,FOLIE MERICOURT 4,H,,13,653890.3927671,6862974.6893853
271,75111,PARIS 11E ARRONDISSEMENT,4105,751114105,FOLIE MERICOURT 5,H,,13,653649.2026375,6863017.0727772
272,75111,PARIS 11E ARRONDISSEMENT,4106,751114106,FOLIE MERICOURT 6,H,,8,653577.9718649,6862893.5148533
273,75111,PARIS 11E ARRONDISSEMENT,4107,751114107,FOLIE MERICOURT 7,H,,11,653627.9786841,6863223.8847458
274,75111,PARIS 11E ARRONDISSEMENT,4108,751114108,FOLIE MERICOURT 8,H,,3,653938.5228558,6863160.4751061
275,75111,PARIS 11E ARRONDISSEMENT,4109,751114109,FOLIE MERICOURT 9,H,,10,654184.2575832,6863273.5635425
276,75111,PARIS 11E ARRONDISSEMENT,4110,751114110,FOLIE MERICOURT 10,H,,11,654442.6297813,6863395.3278197
277,75111,PARIS 11E ARRONDISSEMENT,4111,751114111,FOLIE MERICOURT 11,H,,11,654337.0437894,6863571.2763632
278,75111,PARIS 11E ARRONDISSEMENT,4112,751114112,FOLIE MERICOURT 12,H,,12,654229.1110124,6863537.5864176
279,75111,PARIS 11E ARRONDISSEMENT,4113,751114113,FOLIE MERICOURT 13,H,,4,654121.6859460,6863488.1455196
280,75111,PARIS 11E ARRONDISSEMENT,4114,751114114,FOLIE MERICOURT 14,H,,1,654014.5474800,6863416.0918311
281,75111,PARIS 11E ARRONDISSEMENT,4115,751114115,FOLIE MERICOURT 15,H,,3,653830.5345601,6863403.3718490
282,75111,PARIS 11E ARRONDISSEMENT,4201,751114201,SAINT-AMBROISE 1,H,,3,654817.4546364,6862933.0800129
283,75111,PARIS 11E ARRONDISSEMENT,4202,751114202,SAINT-AMBROISE 2,H,,4,654786.8972664,6862705.0936415
284,75111,PARIS 11E ARRONDISSEMENT,4203,751114203,SAINT-AMBROISE 3,H,,1,654558.0496731,6862716.5493937
285,75111,PARIS 11E ARRONDISSEMENT,4204,751114204,SAINT-AMBROISE 4,H,,2,654444.5380029,6862575.2254842
286,75111,PARIS 11E ARRONDISSEMENT,4205,751114205,SAINT-AMBROISE 5,H,,5,654257.5359003,6862517.8328832
287,75111,PARIS 11E ARRONDISSEMENT,4206,751114206,SAINT-AMBROISE 6,H,,11,654033.6043233,6862402.1462220
288,75111,PARIS 11E ARRONDISSEMENT,4207,751114207,SAINT-AMBROISE 7,H,,23,653754.2513972,6862248.4594682
289,75111,PARIS 11E ARRONDISSEMENT,4208,751114208,SAINT-AMBROISE 8,H,,16,653773.1867399,6862460.5375368
290,75111,PARIS 11E ARRONDISSEMENT,4209,751114209,SAINT-AMBROISE 9,H,,20,653730.2881140,6862642.3640160
291,75111,PARIS 11E ARRONDISSEMENT,4210,751114210,SAINT-AMBROISE 10,H,,14,653998.6765717,6862814.1421851
292,75111,PARIS 11E ARRONDISSEMENT,4211,751114211,SAINT-AMBROISE 11,H,,7,654125.4029319,6862685.5467920
293,75111,PARIS 11E ARRONDISSEMENT,4212,751114212,SAINT-AMBROISE 12,H,,1,654300.4049703,6862806.6107734
294,75111,PARIS 11E ARRONDISSEMENT,4213,751114213,SAINT-AMBROISE 13,H,,1,654452.2864961,6862956.8785455
295,75111,PARIS 11E ARRONDISSEMENT,4214,751114214,SAINT-AMBROISE 14,H,,6,654641.0048182,6862957.8721197
296,75111,PARIS 11E ARRONDISSEMENT,4301,751114301,ROQUETTE 1,H,,0,655382.9992754,6862049.7399524
297,75111,PARIS 11E ARRONDISSEMENT,4302,751114302,ROQUETTE 2,H,,5,655141.7453824,6862016.6191181
298,75111,PARIS 11E ARRONDISSEMENT,4303,751114303,ROQUETTE 3,H,,5,655083.5398342,6862255.6563689
299,75111,PARIS 11E ARRONDISSEMENT,4304,751114304,ROQUETTE 4,H,,0,654920.8677170,6862155.8840887
300,75111,PARIS 11E ARRONDISSEMENT,4305,751114305,ROQUETTE 5,H,,12,654796.7153403,6862022.8658100
301,75111,PARIS 11E ARRONDISSEMENT,4306,751114306,ROQUETTE 6,H,,22,654671.8322731,6861903.8992349
302,75111,PARIS 11E ARRONDISSEMENT,4307,751114307,ROQUETTE 7,H,,4,654504.8761482,6861890.8220781
303,75111,PARIS 11E ARRONDISSEMENT,4308,751114308,ROQUETTE 8,H,,1,654401.5016631,6861829.5363450
304,75111,PARIS 11E ARRONDISSEMENT,4309,751114309,ROQUETTE 9,H,,0,654284.3883267,6861808.8734813
305,75111,PARIS 11E ARRONDISSEMENT,4310,751114310,ROQUETTE 10,H,,4,654134.9726855,6861770.7913676
306,75111,PARIS 11E ARRONDISSEMENT,4311,751114311,ROQUETTE 11,H,,3,653973.0883285,6861652.8816734
307,75111,PARIS 11E ARRONDISSEMENT,4312,751114312,ROQUETTE 12,H,,9,653794.8043600,6861860.8460769
308,75111,PARIS 11E ARRONDISSEMENT,4313,751114313,ROQUETTE 13,H,,6,653858.9454036,6862029.5108053
309,75111,PARIS 11E ARRONDISSEMENT,4314,751114314,ROQUETTE 14,H,,6,654138.9513723,6861994.3715038
310,75111,PARIS 11E ARRONDISSEMENT,4315,751114315,ROQUETTE 15,H,,4,654108.8027327,6862170.1035607
311,75111,PARIS 11E ARRONDISSEMENT,4316,751114316,ROQUETTE 16,H,,5,654350.6972027,6862202.2894109
312,75111,PARIS 11E ARRONDISSEMENT,4317,751114317,ROQUETTE 17,H,,4,654487.4858203,6862358.6324297
313,75111,PARIS 11E ARRONDISSEMENT,4318,751114318,ROQUETTE 18,H,,3,654623.0450336,6862254.5088836
314,75111,PARIS 11E ARRONDISSEMENT,4319,751114319,ROQUETTE 19,H,,7,654850.3712586,6862373.5590937
315,75111,PARIS 11E ARRONDISSEMENT,4320,751114320,ROQUETTE 20,H,,8,654804.3959123,6862538.3653015
316,75111,PARIS 11E ARRONDISSEMENT,4321,751114321,ROQUETTE 21,H,,13,655049.2436553,6862505.3342080
317,75111,PARIS 11E ARRONDISSEMENT,4401,751114401,SAINTE-MARGUERITE 1,H,,7,655776.7071040,6861255.1354802
318,75111,PARIS 11E ARRONDISSEMENT,4402,751114402,SAINTE-MARGUERITE 2,H,,7,655533.4150883,6861214.4337854
319,75111,PARIS 11E ARRONDISSEMENT,4403,751114403,SAINTE-MARGUERITE 3,H,,3,655138.4861361,6861270.2220735
320,75111,PARIS 11E ARRONDISSEMENT,4404,751114404,SAINTE-MARGUERITE 4,H,,8,654252.0298103,6861525.1180488
321,75111,PARIS 11E ARRONDISSEMENT,4405,751114405,SAINTE-MARGUERITE 5,H,,24,654475.5190421,6861515.0432831
322,75111,PARIS 11E ARRONDISSEMENT,4406,751114406,SAINTE-MARGUERITE 6,H,,27,654666.3641121,6861482.3681738
323,75111,PARIS 11E ARRONDISSEMENT,4407,751114407,SAINTE-MARGUERITE 7,H,,8,654883.9298548,6861463.6958967
324,75111,PARIS 11E ARRONDISSEMENT,4408,751114408,SAINTE-MARGUERITE 8,H,,2,655134.4684338,6861451.1546242
325,75111,PARIS 11E ARRONDISSEMENT,4409,751114409,SAINTE-MARGUERITE 9,H,,6,655380.8469606,6861502.1379701
326,75111,PARIS 11E ARRONDISSEMENT,4410,751114410,SAINTE-MARGUERITE 10,H,,5,655643.8679903,6861547.2721422
327,75111,PARIS 11E ARRONDISSEMENT,4411,751114411,SAINTE-MARGUERITE 11,H,,2,655412.9838633,6861787.6377980
328,75111,PARIS 11E ARRONDISSEMENT,4412,751114412,SAINTE-MARGUERITE 12,H,,5,655115.1929269,6861780.8103077
329,75111,PARIS 11E ARRONDISSEMENT,4413,751114413,SAINTE-MARGUERITE 13,H,,7,654857.6356598,6861676.3166133
330,75112,PARIS 12E ARRONDISSEMENT,4501,751124501,BEL AIR 1,H,,6,656670.6893159,6859821.3620676
331,75112,PARIS 12E ARRONDISSEMENT,4502,751124502,BEL AIR 2,H,,18,656375.3788562,6859791.0380640
332,75112,PARIS 12E ARRONDISSEMENT,4503,751124503,BEL AIR 3,H,,7,656423.2646192,6860074.2557244
333,75112,PARIS 12E ARRONDISSEMENT,4504,751124504,BEL AIR 4,H,,11,656153.8034212,6859995.0904912
334,75112,PARIS 12E ARRONDISSEMENT,4505,751124505,BEL AIR 5,H,,13,656127.9123395,6860255.3978989
335,75112,PARIS 12E ARRONDISSEMENT,4506,751124506,BEL AIR 6,H,,9,656231.5853051,6860396.9979817
336,75112,PARIS 12E ARRONDISSEMENT,4507,751124507,BEL AIR 7,H,,2,656235.4698499,6860603.3600202
337,75112,PARIS 12E ARRONDISSEMENT,4508,751124508,BEL AIR 8,H,,4,656551.6921628,6860551.1976349
338,75112,PARIS 12E ARRONDISSEMENT,4509,751124509,BEL AIR 9,H,,20,656471.8153726,6860343.8752653
339,75112,PARIS 12E ARRONDISSEMENT,4510,751124510,BEL AIR 10,H,,6,656876.5035616,6860418.6851197
340,75112,PARIS 12E ARRONDISSEMENT,4511,751124511,BEL AIR 11,H,,7,656934.0535097,6860759.7117409
341,75112,PARIS 12E ARRONDISSEMENT,4512,751124512,BEL AIR 12,H,,10,656582.3091708,6860813.5819703
342,75112,PARIS 12E ARRONDISSEMENT,4513,751124513,BEL AIR 13,H,,1,656305.4498494,6860848.5460493
343,75112,PARIS 12E ARRONDISSEMENT,4514,751124514,BEL AIR 14,H,,4,656080.1051032,6860923.9909650
344,75112,PARIS 12E ARRONDISSEMENT,4577,751124577,BOIS DE VINCENNES,D,,0,658957.7329274,6859809.6844966
345,75112,PARIS 12E ARRONDISSEMENT,4601,751124601,PICPUS 1,H,,9,656110.1822185,6859625.2628380
346,75112,PARIS 12E ARRONDISSEMENT,4602,751124602,PICPUS 2,H,,6,655945.6776247,6859505.2636450
347,75112,PARIS 12E ARRONDISSEMENT,4603,751124603,PICPUS 3,H,,2,655766.4155383,6859407.4804870
348,75112,PARIS 12E ARRONDISSEMENT,4604,751124604,PICPUS 4,H,,1,655526.4027709,6859632.1875915
349,75112,PARIS 12E ARRONDISSEMENT,4605,751124605,PICPUS 5,H,,1,655735.5110648,6859669.8888476
350,75112,PARIS 12E ARRONDISSEMENT,4606,751124606,PICPUS 6,H,,10,655891.2319468,6859885.4637105
351,75112,PARIS 12E ARRONDISSEMENT,4608,751124608,PICPUS 8,H,,4,655894.5751167,6860035.4259073
352,75112,PARIS 12E ARRONDISSEMENT,4609,751124609,PICPUS 9,H,,1,655661.8549041,6859836.8568281
353,75112,PARIS 12E ARRONDISSEMENT,4610,751124610,PICPUS 10,H,,1,655520.2633830,6859973.1270364
354,75112,PARIS 12E ARRONDISSEMENT,4611,751124611,PICPUS 11,H,,1,655355.6005619,6859980.2383522
355,75112,PARIS 12E ARRONDISSEMENT,4612,751124612,PICPUS 12,H,,21,655282.7392864,6860170.4202752
356,75112,PARIS 12E ARRONDISSEMENT,4613,751124613,PICPUS 13,H,,16,655254.4169023,6860398.7318270
357,75112,PARIS 12E ARRONDISSEMENT,4614,751124614,PICPUS 14,H,,14,655748.1246276,6860258.1925488
358,75112,PARIS 12E ARRONDISSEMENT,4615,751124615,PICPUS 15,H,,10,655904.5741349,6860539.7803946
359,75112,PARIS 12E ARRONDISSEMENT,4616,751124616,PICPUS 16,H,,3,655530.3870672,6860565.8656235
360,75112,PARIS 12E ARRONDISSEMENT,4617,751124617,PICPUS 17,H,,5,655330.8759858,6860812.8495611
361,75112,PARIS 12E ARRONDISSEMENT,4618,751124618,PICPUS 18,H,,9,655251.7099070,6860953.1543233
362,75112,PARIS 12E ARRONDISSEMENT,4619,751124619,PICPUS 19,H,,9,654988.5799159,6860693.7647828
363,75112,PARIS 12E ARRONDISSEMENT,4620,751124620,PICPUS 20,H,,0,654868.6867920,6860878.5972915
364,75112,PARIS 12E ARRONDISSEMENT,4621,751124621,PICPUS 21,H,,1,654952.8650287,6861124.7078835
365,75112,PARIS 12E ARRONDISSEMENT,4622,751124622,PICPUS 22,H,,8,655246.5034286,6861092.4004314
366,75112,PARIS 12E ARRONDISSEMENT,4623,751124623,PICPUS 23,H,,1,655631.1037618,6860961.6740782
367,75112,PARIS 12E ARRONDISSEMENT,4624,751124624,PICPUS 24,H,,2,655897.8770623,6860879.3688384
368,75112,PARIS 12E ARRONDISSEMENT,4677,751124677,BOIS DE VINCENNES,D,,0,658911.0490970,6858641.0014697
369,75112,PARIS 12E ARRONDISSEMENT,4701,751124701,BERCY 1,H,,0,654930.4693003,6859619.4851179
370,75112,PARIS 12E ARRONDISSEMENT,4702,751124702,BERCY 2,H,,0,654863.3007582,6859950.6148197
371,75112,PARIS 12E ARRONDISSEMENT,4703,751124703,BERCY 3,H,,0,655313.8175442,6859389.1891591
372,75112,PARIS 12E ARRONDISSEMENT,4704,751124704,BERCY 4,H,,20,655009.7194170,6860254.0961550
373,75112,PARIS 12E ARRONDISSEMENT,4705,751124705,BERCY 5,H,,14,654666.2892775,6860376.6265549
374,75112,PARIS 12E ARRONDISSEMENT,4706,751124706,BERCY 6,A,,8,655015.9653821,6859329.3381426
375,75112,PARIS 12E ARRONDISSEMENT,4707,751124707,BERCY 7,A,,1,654221.2439065,6860233.5648436
376,75112,PARIS 12E ARRONDISSEMENT,4708,751124708,JARDIN DE BERCY,D,,1,655088.5885725,6859338.0633184
377,75112,PARIS 12E ARRONDISSEMENT,4799,751124799,SEINE ET BERGES,D,,0,654586.4875728,6859455.1906429
378,75112,PARIS 12E ARRONDISSEMENT,4801,751124801,QUINZE VINGTS 1,H,,6,654595.9175805,6860812.7247590
379,75112,PARIS 12E ARRONDISSEMENT,4802,751124802,QUINZE VINGTS 2,H,,3,654340.5087543,6860736.7790441
380,75112,PARIS 12E ARRONDISSEMENT,4803,751124803,QUINZE VINGTS 3,H,,0,653740.6326761,6860895.4847546
381,75112,PARIS 12E ARRONDISSEMENT,4804,751124804,QUINZE VINGTS 4,H,,0,653737.5960736,6861174.3854750
382,75112,PARIS 12E ARRONDISSEMENT,4805,751124805,QUINZE VINGTS 5,H,,0,653886.6466106,6861286.4170510
383,75112,PARIS 12E ARRONDISSEMENT,4806,751124806,QUINZE VINGTS 6,H,,6,654066.9592049,6861134.8782338
384,75112,PARIS 12E ARRONDISSEMENT,4807,751124807,QUINZE VINGTS 7,H,,11,654116.9574776,6861357.6323439
385,75112,PARIS 12E ARRONDISSEMENT,4808,751124808,QUINZE VINGTS 8,H,,1,654168.8539122,6860923.5932989
386,75112,PARIS 12E ARRONDISSEMENT,4809,751124809,QUINZE VINGTS 9,H,,7,654346.2917134,6861150.7418791
387,75112,PARIS 12E ARRONDISSEMENT,4810,751124810,QUINZE VINGTS 10,H,,16,654499.8330893,6861124.1409786
388,75112,PARIS 12E ARRONDISSEMENT,4811,751124811,QUINZE VINGTS 11,A,,0,654159.6030625,6860630.1505013
389,75112,PARIS 12E ARRONDISSEMENT,4812,751124812,QUINZE VINGTS 12,A,,1,653946.3075682,6860539.2216140
390,75112,PARIS 12E ARRONDISSEMENT,4813,751124813,QUINZE VINGTS 13,A,,8,654689.4537646,6861131.5412970
391,75112,PARIS 12E ARRONDISSEMENT,4888,751124888,BASSIN DE L'ARSENAL,D,,0,653618.9359315,6861241.7792516
392,75112,PARIS 12E ARRONDISSEMENT,4899,751124899,SEINE ET BERGES,D,,0,653688.5590086,6860591.4649696
393,75113,PARIS 13E ARRONDISSEMENT,4901,751134901,SALPETRIERE 1,H,,12,653517.5436688,6859706.0636820
394,75113,PARIS 13E ARRONDISSEMENT,4902,751134902,SALPETRIERE 2,H,,12,653058.4939320,6859582.9605330
395,75113,PARIS 13E ARRONDISSEMENT,4903,751134903,SALPETRIERE 3,H,,27,652904.8923372,6859381.0042723
396,75113,PARIS 13E ARRONDISSEMENT,4904,751134904,SALPETRIERE 4,H,,2,652797.8325990,6859621.8433638
397,75113,PARIS 13E ARRONDISSEMENT,4905,751134905,SALPETRIERE 5,H,,15,652659.2228392,6859621.3111394
398,75113,PARIS 13E ARRONDISSEMENT,4906,751134906,SALPETRIERE 6,H,,16,652681.8372358,6859862.7282370
399,75113,PARIS 13E ARRONDISSEMENT,4907,751134907,SALPETRIERE 7,H,,8,652963.4488772,6859969.6977156
400,75113,PARIS 13E ARRONDISSEMENT,4908,751134908,SALPETRIERE 8,A,,3,653457.2640747,6860015.5812506
401,75113,PARIS 13E ARRONDISSEMENT,4999,751134999,SEINE ET BERGES,D,,0,653746.5202006,6860323.1776155
402,75113,PARIS 13E ARRONDISSEMENT,5001,751135001,GARE 1,H,,1,654187.0754335,6858192.8588092
403,75113,PARIS 13E ARRONDISSEMENT,5002,751135002,GARE 2,H,,2,653758.4580232,6857956.4746284
404,75113,PARIS 13E ARRONDISSEMENT,5003,751135003,GARE 3,H,,4,653401.0596788,6858147.5639269
405,75113,PARIS 13E ARRONDISSEMENT,5004,751135004,GARE 4,H,,0,653570.5447541,6858145.0064098
406,75113,PARIS 13E ARRONDISSEMENT,5005,751135005,GARE 5,H,,12,653223.2394651,6858390.6900150
407,75113,PARIS 13E ARRONDISSEMENT,5006,751135006,GARE 6,H,,2,653236.0749412,6858576.5761522
408,75113,PARIS 13E ARRONDISSEMENT,5007,751135007,GARE 7,H,,1,653404.7811901,6858512.6452538
409,75113,PARIS 13E ARRONDISSEMENT,5008,751135008,GARE 8,H,,4,653543.2619194,6858426.5326089
410,75113,PARIS 13E ARRONDISSEMENT,5009,751135009,GARE 9,H,,8,653864.3704755,6858299.2703470
411,75113,PARIS 13E ARRONDISSEMENT,5010,751135010,GARE 10,H,,16,653634.6531851,6858561.7771388
412,75113,PARIS 13E ARRONDISSEMENT,5011,751135011,GARE 11,H,,18,653813.7469177,6858551.0907079
413,75113,PARIS 13E ARRONDISSEMENT,5012,751135012,GARE 12,H,,17,653987.8096072,6858570.5545559
414,75113,PARIS 13E ARRONDISSEMENT,5013,751135013,GARE 13,H,,9,654231.1477745,6858588.2574618
415,75113,PARIS 13E ARRONDISSEMENT,5014,751135014,GARE 14,H,,27,654097.3115738,6858811.0960640
416,75113,PARIS 13E ARRONDISSEMENT,5015,751135015,GARE 15,H,,15,654132.2484160,6859132.4942071
417,75113,PARIS 13E ARRONDISSEMENT,5016,751135016,GARE 16,H,,33,654623.3775836,6858860.4564013
418,75113,PARIS 13E ARRONDISSEMENT,5017,751135017,GARE 17,H,,16,654422.9223051,6859140.7452822
419,75113,PARIS 13E ARRONDISSEMENT,5018,751135018,GARE 18,H,,21,654160.2123794,6859501.9891814
420,75113,PARIS 13E ARRONDISSEMENT,5019,751135019,GARE 19,H,,8,653955.1178089,6858990.2544635
421,75113,PARIS 13E ARRONDISSEMENT,5020,751135020,GARE 20,H,,15,653817.5676058,6859234.0757912
422,75113,PARIS 13E ARRONDISSEMENT,5021,751135021,GARE 21,H,,14,653600.7792991,6859482.9197258
423,75113,PARIS 13E ARRONDISSEMENT,5023,751135023,GARE 23,H,,2,653432.5836865,6859367.4867265
424,75113,PARIS 13E ARRONDISSEMENT,5024,751135024,GARE 24,H,,10,653675.5994470,6859117.0669840
425,75113,PARIS 13E ARRONDISSEMENT,5025,751135025,GARE 25,H,,4,653614.0959587,6858956.2174069
426,75113,PARIS 13E ARRONDISSEMENT,5026,751135026,GARE 26,H,,10,653578.1362545,6858827.8976252
427,75113,PARIS 13E ARRONDISSEMENT,5027,751135027,GARE 27,H,,2,653278.5573092,6858888.2088988
428,75113,PARIS 13E ARRONDISSEMENT,5028,751135028,GARE 28,H,,5,652990.8228286,6858914.5002959
429,75113,PARIS 13E ARRONDISSEMENT,5029,751135029,GARE 29,H,,8,653129.3058856,6859181.4140922
430,75113,PARIS 13E ARRONDISSEMENT,5030,751135030,GARE 30,H,,3,653440.8960172,6859106.2667905
431,75113,PARIS 13E ARRONDISSEMENT,5031,751135031,GARE 31,H,,2,653332.3931430,6859297.5651087
432,75113,PARIS 13E ARRONDISSEMENT,5032,751135032,GARE 32,A,,0,654663.4604460,6858436.3060199
433,75113,PARIS 13E ARRONDISSEMENT,5099,751135099,SEINE ET BERGES,D,,1,654623.8137350,6859224.8916287
