DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS,ORIGINE,NUMPOINTS,X,Y
658,75116,PARIS 16E ARRONDISSEMENT,6205,751166205,MUETTE 5,H,,7,646507.1246122,6862101.8048083
659,75116,PARIS 16E ARRONDISSEMENT,6206,751166206,MUETTE 6,H,,5,646285.0524551,6862139.9878702
660,75116,PARIS 16E ARRONDISSEMENT,6207,751166207,MUETTE 7,H,,10,646154.5225937,6862465.6942329
661,75116,PARIS 16E ARRONDISSEMENT,6208,751166208,MUETTE 8,H,,33,646584.6709175,6862614.6460567
662,75116,PARIS 16E ARRONDISSEMENT,6209,751166209,MUETTE 9,H,,20,646784.0728319,6862824.6071967
663,75116,PARIS 16E ARRONDISSEMENT,6210,751166210,MUETTE 10,H,,6,646752.0252086,6862493.0393938
664,75116,PARIS 16E ARRONDISSEMENT,6211,751166211,MUETTE 11,H,,28,646859.9871721,6862127.1003261
665,75116,PARIS 16E ARRONDISSEMENT,6212,751166212,MUETTE 12,H,,7,647117.5774862,6862063.0394543
666,75116,PARIS 16E ARRONDISSEMENT,6213,751166213,MUETTE 13,H,,9,647470.8111840,6862056.9619507
667,75116,PARIS 16E ARRONDISSEMENT,6214,751166214,MUETTE 14,H,,12,647314.5903317,6862174.0384787
668,75116,PARIS 16E ARRONDISSEMENT,6215,751166215,MUETTE 15,H,,14,647278.5522015,6862348.4068040
669,75116,PARIS 16E ARRONDISSEMENT,6216,751166216,MUETTE 16,H,,6,647037.5959421,6862298.1353890
670,75116,PARIS 16E ARRONDISSEMENT,6217,751166217,MUETTE 17,H,,18,646979.1686840,6862475.1425515
671,75116,PARIS 16E ARRONDISSEMENT,6218,751166218,MUETTE 18,H,,7,647044.3744989,6862736.3293372
672,75116,PARIS 16E ARRONDISSEMENT,6219,751166219,MUETTE 19,H,,19,647389.7834031,6862683.9924689
673,75116,PARIS 16E ARRONDISSEMENT,6220,751166220,MUETTE 20,H,,17,647475.4881516,6862486.1734233
674,75116,PARIS 16E ARRONDISSEMENT,6221,751166221,MUETTE 21,H,,0,647727.9842024,6862428.3213934
675,75116,PARIS 16E ARRONDISSEMENT,6222,751166222,MUETTE 22,A,,0,647040.1735085,6861633.4347642
676,75116,PARIS 16E ARRONDISSEMENT,6223,751166223,MUETTE 23,A,,6,646421.0076481,6862517.9786748
677,75116,PARIS 16E ARRONDISSEMENT,6277,751166277,BOIS DE BOULOGNE,D,,0,644965.7934413,6863158.3360382
678,75116,PARIS 16E ARRONDISSEMENT,6299,751166299,SEINE ET BERGES,D,,0,647525.7644528,6861886.4415485
679,75116,PARIS 16E ARRONDISSEMENT,6301,751166301,PORTE DAUPHINE 1,H,,23,647519.0572967,6862973.6557812
680,75116,PARIS 16E ARRONDISSEMENT,6302,751166302,PORTE DAUPHINE 2,H,,10,647258.7848877,6863071.8424331
681,75116,PARIS 16E ARRONDISSEMENT,6303,751166303,PORTE DAUPHINE 3,H,,15,646990.1988500,6863092.5554414
682,75116,PARIS 16E ARRONDISSEMENT,6304,751166304,PORTE DAUPHINE 4,H,,27,646769.0589456,6863156.8628207
683,75116,PARIS 16E ARRONDISSEMENT,6305,751166305,PORTE DAUPHINE 5,H,,10,646581.3632778,6863254.2465768
684,75116,PARIS 16E ARRONDISSEMENT,6306,751166306,PORTE DAUPHINE 6,H,,3,646933.0958407,6863534.3602294
685,75116,PARIS 16E ARRONDISSEMENT,6307,751166307,PORTE DAUPHINE 7,H,,5,647162.7875383,6863444.5383188
686,75116,PARIS 16E ARRONDISSEMENT,6308,751166308,PORTE DAUPHINE 8,H,,11,647462.5105973,6863380.3895372
687,75116,PARIS 16E ARRONDISSEMENT,6309,751166309,PORTE DAUPHINE 9,H,,0,647370.7100925,6863686.5583493
688,75116,PARIS 16E ARRONDISSEMENT,6310,751166310,PORTE DAUPHINE 10,H,,2,647176.9577081,6863894.3715788
689,75116,PARIS 16E ARRONDISSEMENT,6311,751166311,PORTE DAUPHINE 11,H,,10,647369.6226354,6864116.8926555
690,75116,PARIS 16E ARRONDISSEMENT,6377,751166377,BOIS DE BOULOGNE,D,,0,646259.9169422,6864027.3262954
691,75116,PARIS 16E ARRONDISSEMENT,6401,751166401,CHAILLOT 1,H,,6,648462.4365560,6863007.9260538
692,75116,PARIS 16E ARRONDISSEMENT,6402,751166402,CHAILLOT 2,H,,20,648319.0363557,6863256.4990728
693,75116,PARIS 16E ARRONDISSEMENT,6403,751166403,CHAILLOT 3,H,,16,648006.7969891,6863142.7301695
694,75116,PARIS 16E ARRONDISSEMENT,6404,751166404,CHAILLOT 4,H,,20,647800.9416341,6863167.6348116
695,75116,PARIS 16E ARRONDISSEMENT,6405,751166405,CHAILLOT 5,H,,5,647705.4321070,6863372.5958420
696,75116,PARIS 16E ARRONDISSEMENT,6406,751166406,CHAILLOT 6,H,,6,647736.0006695,6863630.6521063
697,75116,PARIS 16E ARRONDISSEMENT,6407,751166407,CHAILLOT 7,H,,11,647789.4072272,6864018.2200659
698,75116,PARIS 16E ARRONDISSEMENT,6409,751166409,CHAILLOT 9,H,,10,648028.7943198,6863759.8391305
699,75116,PARIS 16E ARRONDISSEMENT,6410,751166410,CHAILLOT 10,A,,1,648034.9775450,6862786.5848121
700,75116,PARIS 16E ARRONDISSEMENT,6411,751166411,CHAILLOT 11,A,,7,648367.4670256,6863715.0084162
701,75116,PARIS 16E ARRONDISSEMENT,6412,751166412,CHAILLOT 12,A,,8,648222.4082162,6863578.5707138
702,75116,PARIS 16E ARRONDISSEMENT,6413,751166413,CHAILLOT 13,A,,4,647549.3144232,6864262.9849637
703,75116,PARIS 16E ARRONDISSEMENT,6499,751166499,SEINE ET BERGES,D,,0,648352.4647481,6862724.9918309
704,75117,PARIS 17E ARRONDISSEMENT,6501,751176501,TERNES 1,H,,19,648214.9876671,6864255.3764893
705,75117,PARIS 17E ARRONDISSEMENT,6502,751176502,TERNES 2,H,,3,647816.6836496,6864347.3259294
706,75117,PARIS 17E ARRONDISSEMENT,6503,751176503,TERNES 3,H,,11,648057.9511864,6864465.8819724
707,75117,PARIS 17E ARRONDISSEMENT,6504,751176504,TERNES 4,H,,5,647687.7267508,6864545.2335412
708,75117,PARIS 17E ARRONDISSEMENT,6505,751176505,TERNES 5,H,,1,647587.6123226,6865145.0125812
709,75117,PARIS 17E ARRONDISSEMENT,6506,751176506,TERNES 6,H,,5,647584.6968554,6864961.4208198
710,75117,PARIS 17E ARRONDISSEMENT,6507,751176507,TERNES 7,H,,15,647730.1396815,6864824.4569653
711,75117,PARIS 17E ARRONDISSEMENT,6508,751176508,TERNES 8,H,,20,648079.5120015,6864786.1540215
712,75117,PARIS 17E ARRONDISSEMENT,6509,751176509,TERNES 9,H,,19,648185.5976728,6864666.1982571
713,75117,PARIS 17E ARRONDISSEMENT,6510,751176510,TERNES 10,H,,6,648447.2505116,6864579.1540130
714,75117,PARIS 17E ARRONDISSEMENT,6511,751176511,TERNES 11,H,,0,648474.1995607,6864781.9482800
715,75117,PARIS 17E ARRONDISSEMENT,6512,751176512,TERNES 12,H,,10,648212.8771860,6865103.2550584
716,75117,PARIS 17E ARRONDISSEMENT,6513,751176513,TERNES 13,H,,5,648042.3517361,6865068.1321667
717,75117,PARIS 17E ARRONDISSEMENT,6514,751176514,TERNES 14,H,,11,647908.4814799,6864951.9168810
718,75117,PARIS 17E ARRONDISSEMENT,6515,751176515,TERNES 15,H,,8,647929.3658095,6865282.7639386
719,75117,PARIS 17E ARRONDISSEMENT,6516,751176516,TERNES 16,A,,0,647437.9654386,6864587.7272811
720,75117,PARIS 17E ARRONDISSEMENT,6601,751176601,PLAINE MONCEAU 1,H,,20,649667.5428793,6864890.0098608
721,75117,PARIS 17E ARRONDISSEMENT,6602,751176602,PLAINE MONCEAU 2,H,,10,649416.7853366,6865102.2247270
722,75117,PARIS 17E ARRONDISSEMENT,6603,751176603,PLAINE MONCEAU 3,H,,6,649221.8883688,6864938.7018416
723,75117,PARIS 17E ARRONDISSEMENT,6604,751176604,PLAINE MONCEAU 4,H,,8,649034.1948053,6864732.0292189
724,75117,PARIS 17E ARRONDISSEMENT,6605,751176605,PLAINE MONCEAU 5,H,,0,648847.5464965,6864831.6573589
725,75117,PARIS 17E ARRONDISSEMENT,6606,751176606,PLAINE MONCEAU 6,H,,7,648717.8634860,6864681.8260837
726,75117,PARIS 17E ARRONDISSEMENT,6607,751176607,PLAINE MONCEAU 7,H,,2,648534.4941527,6864978.5513530
727,75117,PARIS 17E ARRONDISSEMENT,6608,751176608,PLAINE MONCEAU 8,H,,1,648686.5463387,6865023.0401016
728,75117,PARIS 17E ARRONDISSEMENT,6609,751176609,PLAINE MONCEAU 9,H,,10,648781.3132759,6865191.7041329
729,75117,PARIS 17E ARRONDISSEMENT,6610,751176610,PLAINE MONCEAU 10,H,,11,649001.1790489,6865301.3843617
730,75117,PARIS 17E ARRONDISSEMENT,6611,751176611,PLAINE MONCEAU 11,H,,20,649137.9503863,6865474.9737223
731,75117,PARIS 17E ARRONDISSEMENT,6612,751176612,PLAINE MONCEAU 12,H,,12,648750.3512923,6865499.1418674
732,75117,PARIS 17E ARRONDISSEMENT,6613,751176613,PLAINE MONCEAU 13,H,,14,648368.8510519,6865240.4830508
733,75117,PARIS 17E ARRONDISSEMENT,6614,751176614,PLAINE MONCEAU 14,H,,14,648373.1240801,6865473.1451474
734,75117,PARIS 17E ARRONDISSEMENT,6615,751176615,PLAINE MONCEAU 15,H,,21,648743.9668458,6865726.4941829
735,75117,PARIS 17E ARRONDISSEMENT,6616,751176616,PLAINE MONCEAU 16,H,,7,648442.7048550,6865754.7411476
736,75117,PARIS 17E ARRONDISSEMENT,6701,751176701,BATIGNOLLES 1,H,,8,650530.2633116,6865322.8741931
737,75117,PARIS 17E ARRONDISSEMENT,6702,751176702,BATIGNOLLES 2,H,,10,650370.4983030,6865036.7037221
738,75117,PARIS 17E ARRONDISSEMENT,6703,751176703,BATIGNOLLES 3,H,,8,650347.9863411,6865377.4595694
739,75117,PARIS 17E ARRONDISSEMENT,6704,751176704,BATIGNOLLES 4,H,,10,650295.1828480,6865308.8684689
740,75117,PARIS 17E ARRONDISSEMENT,6705,751176705,BATIGNOLLES 5,H,,10,650199.0138889,6865273.8092978
741,75117,PARIS 17E ARRONDISSEMENT,6706,751176706,BATIGNOLLES 6,H,,12,650087.7883165,6865188.5043542
742,75117,PARIS 17E ARRONDISSEMENT,6707,751176707,BATIGNOLLES 7,H,,17,649987.0260769,6864907.1873848
743,75117,PARIS 17E ARRONDISSEMENT,6708,751176708,BATIGNOLLES 8,H,,12,649937.0017261,6865122.2522656
744,75117,PARIS 17E ARRONDISSEMENT,6709,751176709,BATIGNOLLES 9,H,,19,649808.4046012,6865042.4870512
745,75117,PARIS 17E ARRONDISSEMENT,6710,751176710,BATIGNOLLES 10,H,,3,649600.7504071,6865264.2317454
746,75117,PARIS 17E ARRONDISSEMENT,6711,751176711,BATIGNOLLES 11,H,,3,649760.9201574,6865351.8418840
747,75117,PARIS 17E ARRONDISSEMENT,6712,751176712,BATIGNOLLES 12,H,,13,649900.3790797,6865497.8515707
748,75117,PARIS 17E ARRONDISSEMENT,6713,751176713,BATIGNOLLES 13,H,,18,650051.0024770,6865610.6720252
749,75117,PARIS 17E ARRONDISSEMENT,6714,751176714,BATIGNOLLES 14,H,,9,649351.2645724,6865982.6453299
750,75117,PARIS 17E ARRONDISSEMENT,6715,751176715,BATIGNOLLES 15,H,,4,649438.2794661,6865452.6487115
751,75117,PARIS 17E ARRONDISSEMENT,6716,751176716,BATIGNOLLES 16,H,,3,649218.7084723,6865626.3668163
752,75117,PARIS 17E ARRONDISSEMENT,6801,751176801,EPINETTES 1,H,,18,650504.2262046,6865693.9776274
753,75117,PARIS 17E ARRONDISSEMENT,6802,751176802,EPINETTES 2,H,,21,650287.4399268,6865606.7753198
754,75117,PARIS 17E ARRONDISSEMENT,6803,751176803,EPINETTES 3,H,,26,650370.4889386,6865818.5497686
755,75117,PARIS 17E ARRONDISSEMENT,6804,751176804,EPINETTES 4,H,,6,650544.9813503,6865970.0874042
756,75117,PARIS 17E ARRONDISSEMENT,6805,751176805,EPINETTES 5,H,,20,650226.7879562,6865889.2794376
757,75117,PARIS 17E ARRONDISSEMENT,6806,751176806,EPINETTES 6,H,,40,649867.8615792,6865972.6589049
758,75117,PARIS 17E ARRONDISSEMENT,6807,751176807,EPINETTES 7,H,,31,650185.3361510,6866066.3214971
759,75117,PARIS 17E ARRONDISSEMENT,6808,751176808,EPINETTES 8,H,,4,650430.1560438,6866079.0839419
760,75117,PARIS 17E ARRONDISSEMENT,6809,751176809,EPINETTES 9,H,,2,650679.7544151,6866343.8586624
761,75117,PARIS 17E ARRONDISSEMENT,6810,751176810,EPINETTES 10,H,,2,650491.5747084,6866276.9931959
762,75117,PARIS 17E ARRONDISSEMENT,6811,751176811,EPINETTES 11,H,,3,650325.0938249,6866307.1504041
763,75117,PARIS 17E ARRONDISSEMENT,6812,751176812,EPINETTES 12,H,,18,650069.1666773,6866121.4492938
764,75117,PARIS 17E ARRONDISSEMENT,6813,751176813,EPINETTES 13,H,,44,649899.6092365,6866212.8202127
765,75117,PARIS 17E ARRONDISSEMENT,6814,751176814,EPINETTES 14,H,,8,650149.7016398,6866419.5724246
766,75117,PARIS 17E ARRONDISSEMENT,6815,751176815,EPINETTES 15,H,,1,650507.6684667,6866507.2765944
767,75117,PARIS 17E ARRONDISSEMENT,6816,751176816,EPINETTES 16,H,,4,650196.4815952,6866571.4714820
768,75117,PARIS 17E ARRONDISSEMENT,6817,751176817,EPINETTES 17,H,,0,650142.6496336,6866741.2858633
769,75118,PARIS 18E ARRONDISSEMENT,6901,751186901,GRANDES CARRIERES 1,H,,15,651380.1489075,6865093.4223117
770,75118,PARIS 18E ARRONDISSEMENT,6902,751186902,GRANDES CARRIERES 2,H,,8,651230.6576060,6865096.0103788
771,75118,PARIS 18E ARRONDISSEMENT,6903,751186903,GRANDES CARRIERES 3,H,,10,651035.2238175,6865219.8153463
772,75118,PARIS 18E ARRONDISSEMENT,6904,751186904,GRANDES CARRIERES 4,H,,6,650834.9745856,6865411.0180524
773,75118,PARIS 18E ARRONDISSEMENT,6905,751186905,GRANDES CARRIERES 5,H,,5,650643.0274170,6865504.5583668
774,75118,PARIS 18E ARRONDISSEMENT,6906,751186906,GRANDES CARRIERES 6,H,,5,650709.6964732,6865786.4992290
775,75118,PARIS 18E ARRONDISSEMENT,6907,751186907,GRANDES CARRIERES 7,H,,7,650998.9135137,6865746.7456506
776,75118,PARIS 18E ARRONDISSEMENT,6908,751186908,GRANDES CARRIERES 8,H,,24,651236.8479325,6865344.2029359
777,75118,PARIS 18E ARRONDISSEMENT,6909,751186909,GRANDES CARRIERES 9,H,,11,651304.6895084,6865420.6417525
778,75118,PARIS 18E ARRONDISSEMENT,6910,751186910,GRANDES CARRIERES 10,H,,4,651207.5927306,6865656.0598856
779,75118,PARIS 18E ARRONDISSEMENT,6911,751186911,GRANDES CARRIERES 11,H,,10,651441.7454947,6865569.3999338
780,75118,PARIS 18E ARRONDISSEMENT,6912,751186912,GRANDES CARRIERES 12,H,,13,651489.2923573,6865781.1991519
781,75118,PARIS 18E ARRONDISSEMENT,6913,751186913,GRANDES CARRIERES 13,H,,2,651349.7298383,6865863.5366463
782,75118,PARIS 18E ARRONDISSEMENT,6914,751186914,GRANDES CARRIERES 14,H,,3,651029.1052939,6865920.4874187
783,75118,PARIS 18E ARRONDISSEMENT,6915,751186915,GRANDES CARRIERES 15,H,,1,650762.5451281,6865987.7038486
784,75118,PARIS 18E ARRONDISSEMENT,6916,751186916,GRANDES CARRIERES 16,H,,0,650969.0678335,6866103.4766315
785,75118,PARIS 18E ARRONDISSEMENT,6917,751186917,GRANDES CARRIERES 17,H,,0,651193.1781261,6866077.9514317
786,75118,PARIS 18E ARRONDISSEMENT,6918,751186918,GRANDES CARRIERES 18,H,,3,651443.3528649,6866018.9039958
787,75118,PARIS 18E ARRONDISSEMENT,6919,751186919,GRANDES CARRIERES 19,H,,11,651530.9460803,6866252.7469962
788,75118,PARIS 18E ARRONDISSEMENT,6920,751186920,GRANDES CARRIERES 20,H,,0,651608.6570477,6866458.3562809
789,75118,PARIS 18E ARRONDISSEMENT,6921,751186921,GRANDES CARRIERES 21,H,,1,651279.8611408,6866243.5029809
790,75118,PARIS 18E ARRONDISSEMENT,6922,751186922,GRANDES CARRIERES 22,H,,5,651221.7703119,6866372.9995314
791,75118,PARIS 18E ARRONDISSEMENT,6923,751186923,GRANDES CARRIERES 23,H,,4,650861.0511547,6866262.7865134
792,75118,PARIS 18E ARRONDISSEMENT,6924,751186924,GRANDES CARRIERES 24,H,,5,650949.2077903,6866509.1411567
793,75118,PARIS 18E ARRONDISSEMENT,6925,751186925,GRANDES CARRIERES 25,H,,23,651419.8344104,6866555.6182476
794,75118,PARIS 18E ARRONDISSEMENT,6926,751186926,GRANDES CARRIERES 26,H,,4,651644.6056035,6866855.3690207
795,75118,PARIS 18E ARRONDISSEMENT,6927,751186927,GRANDES CARRIERES 27,H,,1,651522.2549366,6866706.7812005
796,75118,PARIS 18E ARRONDISSEMENT,6928,751186928,GRANDES CARRIERES 28,H,,5,651269.2758855,6866728.6189819
797,75118,PARIS 18E ARRONDISSEMENT,6929,751186929,GRANDES CARRIERES 29,A,,0,651028.3567953,6866806.1954240
798,75118,PARIS 18E ARRONDISSEMENT,7001,751187001,CLIGNANCOURT 1,H,,4,652217.4702389,6865255.1558710
799,75118,PARIS 18E ARRONDISSEMENT,7002,751187002,CLIGNANCOURT 2,H,,15,651910.5735086,6865051.3309063
800,75118,PARIS 18E ARRONDISSEMENT,7003,751187003,CLIGNANCOURT 3,H,,6,651594.3301233,6864962.1077201
801,75118,PARIS 18E ARRONDISSEMENT,7004,751187004,CLIGNANCOURT 4,H,,9,651562.8455094,6865151.4179547
802,75118,PARIS 18E ARRONDISSEMENT,7005,751187005,CLIGNANCOURT 5,H,,2,651729.3000070,6865252.8721385
803,75118,PARIS 18E ARRONDISSEMENT,7006,751187006,CLIGNANCOURT 6,H,,2,652059.4616773,6865271.8514491
804,75118,PARIS 18E ARRONDISSEMENT,7007,751187007,CLIGNANCOURT 7,H,,10,651914.3454784,6865397.2624833
805,75118,PARIS 18E ARRONDISSEMENT,7008,751187008,CLIGNANCOURT 8,H,,5,651675.1833202,6865574.9883898
806,75118,PARIS 18E ARRONDISSEMENT,7009,751187009,CLIGNANCOURT 9,H,,20,651922.9845561,6865559.8396100
807,75118,PARIS 18E ARRONDISSEMENT,7010,751187010,CLIGNANCOURT 10,H,,14,652115.0075178,6865700.2401672
808,75118,PARIS 18E ARRONDISSEMENT,7011,751187011,CLIGNANCOURT 11,H,,11,651934.7089797,6865766.3502505
809,75118,PARIS 18E ARRONDISSEMENT,7012,751187012,CLIGNANCOURT 12,H,,9,651740.8924634,6865808.8035602
810,75118,PARIS 18E ARRONDISSEMENT,7013,751187013,CLIGNANCOURT 13,H,,3,651743.4736142,6865979.6899097
811,75118,PARIS 18E ARRONDISSEMENT,7014,751187014,CLIGNANCOURT 14,H,,2,652149.4844254,6865842.4410077
812,75118,PARIS 18E ARRONDISSEMENT,7015,751187015,CLIGNANCOURT 15,H,,10,652026.0909076,6865927.8519139
813,75118,PARIS 18E ARRONDISSEMENT,7016,751187016,CLIGNANCOURT 16,H,,10,652263.0288807,6865695.6666366
814,75118,PARIS 18E ARRONDISSEMENT,7017,751187017,CLIGNANCOURT 17,H,,17,652371.4959874,6865627.0366385
815,75118,PARIS 18E ARRONDISSEMENT,7018,751187018,CLIGNANCOURT 18,H,,12,652449.7718589,6866060.1934977
816,75118,PARIS 18E ARRONDISSEMENT,7019,751187019,CLIGNANCOURT 19,H,,13,652362.7815263,6866172.8880206
817,75118,PARIS 18E ARRONDISSEMENT,7020,751187020,CLIGNANCOURT 20,H,,19,652207.3946176,6866263.1090482
818,75118,PARIS 18E ARRONDISSEMENT,7021,751187021,CLIGNANCOURT 21,H,,16,652093.8014509,6866120.9884405
819,75118,PARIS 18E ARRONDISSEMENT,7022,751187022,CLIGNANCOURT 22,H,,3,651808.9617193,6866145.6422808
820,75118,PARIS 18E ARRONDISSEMENT,7023,751187023,CLIGNANCOURT 23,H,,2,651769.7056242,6866287.2556565
821,75118,PARIS 18E ARRONDISSEMENT,7024,751187024,CLIGNANCOURT 24,H,,5,651930.2722132,6866313.1691808
822,75118,PARIS 18E ARRONDISSEMENT,7025,751187025,CLIGNANCOURT 25,H,,7,651875.2194600,6866496.8874353
823,75118,PARIS 18E ARRONDISSEMENT,7026,751187026,CLIGNANCOURT 26,H,,8,652282.9660888,6866513.8357850
824,75118,PARIS 18E ARRONDISSEMENT,7027,751187027,CLIGNANCOURT 27,H,,4,652210.6021643,6866836.2272131
825,75118,PARIS 18E ARRONDISSEMENT,7101,751187101,GOUTTE D'OR 1,H,,9,652921.7223184,6865379.8124384
826,75118,PARIS 18E ARRONDISSEMENT,7102,751187102,GOUTTE D'OR 2,H,,5,652524.0512719,6865135.3766680
827,75118,PARIS 18E ARRONDISSEMENT,7103,751187103,GOUTTE D'OR 3,H,,5,652451.4284407,6865297.3784484
828,75118,PARIS 18E ARRONDISSEMENT,7104,751187104,GOUTTE D'OR 4,H,,7,652686.2786675,6865304.6736100
829,75118,PARIS 18E ARRONDISSEMENT,7105,751187105,GOUTTE D'OR 5,H,,2,652692.4806956,6865509.0671694
830,75118,PARIS 18E ARRONDISSEMENT,7106,751187106,GOUTTE D'OR 6,H,,7,652507.4534682,6865481.2957973
831,75118,PARIS 18E ARRONDISSEMENT,7107,751187107,GOUTTE D'OR 7,H,,15,652518.7014733,6865708.3120797
832,75118,PARIS 18E ARRONDISSEMENT,7108,751187108,GOUTTE D'OR 8,H,,7,652675.8091900,6865701.1964370
833,75118,PARIS 18E ARRONDISSEMENT,7109,751187109,GOUTTE D'OR 9,H,,2,652911.2801359,6865695.4815416
834,75118,PARIS 18E ARRONDISSEMENT,7110,751187110,GOUTTE D'OR 10,H,,8,652779.9281455,6866396.6932080
835,75118,PARIS 18E ARRONDISSEMENT,7201,751187201,CHAPELLE 1,H,,3,653383.9394066,6865429.9429970
836,75118,PARIS 18E ARRONDISSEMENT,7202,751187202,CHAPELLE 2,H,,9,653088.9555648,6865350.8717899
837,75118,PARIS 18E ARRONDISSEMENT,7203,751187203,CHAPELLE 3,H,,1,653178.2087560,6865609.0948771
838,75118,PARIS 18E ARRONDISSEMENT,7204,751187204,CHAPELLE 4,H,,15,653223.9466881,6865870.7699450
839,75118,PARIS 18E ARRONDISSEMENT,7205,751187205,CHAPELLE 5,H,,20,653142.2255110,6866079.2660119
840,75118,PARIS 18E ARRONDISSEMENT,7206,751187206,CHAPELLE 6,H,,6,653284.5089865,6866241.0837838
841,75118,PARIS 18E ARRONDISSEMENT,7207,751187207,CHAPELLE 7,H,,9,653570.6844017,6866002.6630733
842,75118,PARIS 18E ARRONDISSEMENT,7208,751187208,CHAPELLE 8,H,,5,653443.1475437,6866496.0078720
843,75118,PARIS 18E ARRONDISSEMENT,7209,751187209,CHAPELLE 9,H,,0,653422.6007952,6866870.4106354
844,75119,PARIS 19E ARRONDISSEMENT,7301,751197301,VILLETTE 1,H,,8,653936.5955438,6864769.1445353
845,75119,PARIS 19E ARRONDISSEMENT,7302,751197302,VILLETTE 2,H,,16,654247.2596051,6865049.8275812
846,75119,PARIS 19E ARRONDISSEMENT,7303,751197303,VILLETTE 3,H,,6,654183.5776036,6865149.1714150
847,75119,PARIS 19E ARRONDISSEMENT,7304,751197304,VILLETTE 4,H,,8,654505.8192981,6865326.6836257
848,75119,PARIS 19E ARRONDISSEMENT,7305,751197305,VILLETTE 5,H,,7,654046.9468272,6865365.2019553
849,75119,PARIS 19E ARRONDISSEMENT,7306,751197306,VILLETTE 6,H,,0,653918.7421136,6865457.9280003
850,75119,PARIS 19E ARRONDISSEMENT,7307,751197307,VILLETTE 7,H,,17,653593.5218722,6865232.2133483
851,75119,PARIS 19E ARRONDISSEMENT,7308,751197308,VILLETTE 8,H,,16,653733.6292699,6865538.4247388
852,75119,PARIS 19E ARRONDISSEMENT,7309,751197309,VILLETTE 9,H,,3,653833.0703597,6865848.0811319
853,75119,PARIS 19E ARRONDISSEMENT,7310,751197310,VILLETTE 10,H,,12,654080.6256647,6865723.1017257
854,75119,PARIS 19E ARRONDISSEMENT,7311,751197311,VILLETTE 11,H,,3,654294.5276293,6865624.1547430
855,75119,PARIS 19E ARRONDISSEMENT,7312,751197312,VILLETTE 12,H,,1,654756.2507865,6865398.5936502
856,75119,PARIS 19E ARRONDISSEMENT,7313,751197313,VILLETTE 13,H,,0,654686.4380463,6865557.5601789
857,75119,PARIS 19E ARRONDISSEMENT,7314,751197314,VILLETTE 14,H,,0,654510.6740893,6865775.7660073
858,75119,PARIS 19E ARRONDISSEMENT,7315,751197315,VILLETTE 15,H,,4,654319.8646515,6865961.8488686
859,75119,PARIS 19E ARRONDISSEMENT,7316,751197316,VILLETTE 16,H,,13,654131.2622911,6865979.8600853
860,75119,PARIS 19E ARRONDISSEMENT,7317,751197317,VILLETTE 17,H,,15,653915.1926018,6866105.3880001
861,75119,PARIS 19E ARRONDISSEMENT,7318,751197318,VILLETTE 18,A,,5,653744.6539981,6865222.4835361
862,75119,PARIS 19E ARRONDISSEMENT,7388,751197388,BASSIN DE LA VILLETTE,D,,1,654166.3616262,6865304.7306256
863,75119,PARIS 19E ARRONDISSEMENT,7401,751197401,PONT DE FLANDRE 1,H,,3,655303.5553851,6866558.1944224
864,75119,PARIS 19E ARRONDISSEMENT,7402,751197402,PONT DE FLANDRE 2,H,,0,654966.3717416,6865586.5879955
865,75119,PARIS 19E ARRONDISSEMENT,7403,751197403,PONT DE FLANDRE 3,H,,3,654850.3053723,6866001.8871982
866,75119,PARIS 19E ARRONDISSEMENT,7404,751197404,PONT DE FLANDRE 4,H,,1,654650.1805503,6865907.8806405
867,75119,PARIS 19E ARRONDISSEMENT,7405,751197405,PONT DE FLANDRE 5,H,,13,654725.0266201,6866125.1841296
868,75119,PARIS 19E ARRONDISSEMENT,7406,751197406,PONT DE FLANDRE 6,H,,3,654486.1443392,6866168.7244480
869,75119,PARIS 19E ARRONDISSEMENT,7407,751197407,PONT DE FLANDRE 7,H,,9,654533.0461517,6866325.6735370
870,75119,PARIS 19E ARRONDISSEMENT,7408,751197408,PONT DE FLANDRE 8,H,,5,654235.2483282,6866262.2463081
871,75119,PARIS 19E ARRONDISSEMENT,7409,751197409,PONT DE FLANDRE 9,H,,4,654047.3381541,6866293.9560650
872,75119,PARIS 19E ARRONDISSEMENT,7410,751197410,PONT DE FLANDRE 10,H,,0,654211.4398131,6866879.0669612
873,75119,PARIS 19E ARRONDISSEMENT,7411,751197411,PONT DE FLANDRE 11,H,,0,655166.0274680,6865716.0268438
874,75119,PARIS 19E ARRONDISSEMENT,7412,751197412,PONT DE FLANDRE 12,A,,1,655321.4597345,6866149.0113908
875,75119,PARIS 19E ARRONDISSEMENT,7413,751197413,PONT DE FLANDRE 13,A,,1,654282.1929888,6866552.4292846
876,75119,PARIS 19E ARRONDISSEMENT,7488,751197488,CANAL ST-DENIS,D,,1,654857.7265234,6866310.5030408
877,75119,PARIS 19E ARRONDISSEMENT,7501,751197501,AMERIQUE 1,H,,3,656262.6165579,6864314.9527058
878,75119,PARIS 19E ARRONDISSEMENT,7502,751197502,AMERIQUE 2,H,,8,656058.1786378,6864273.0901674
879,75119,PARIS 19E ARRONDISSEMENT,7503,751197503,AMERIQUE 3,H,,14,655914.5324592,6864282.1704508
880,75119,PARIS 19E ARRONDISSEMENT,7504,751197504,AMERIQUE 4,H,,4,655743.4092502,6864227.2245548
