id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
1433,786240420P-9,9,Avenue des Frères Martin,78510,Triel-sur-Seine,C+O,627592.7458171118,6876007.062603062,01010000206A08000090BDDB7D1127234146B001C4D93A5A41,2020-04-04,20
1434,786240128X-9,9,Placette de la Chandelle,78510,Triel-sur-Seine,OSM,627812.2310246336,6875369.273647078,01010000206A0800005CDC4876C8282341096F83513A3A5A41,2020-04-04,20
1435,786240372M-33,33,Avenue de la Forêt,78510,Triel-sur-Seine,OSM,628115.4555726629,6876061.706647373,01010000206A080000F0D140E9262B2341E7B5396DE73A5A41,2020-04-04,20
1436,785010390S-3,3,Rue de la Grande Remise,78440,Porcheville,C+O,610505.8733956392,6875239.400543029,01010000206A08000096B62DBF93A122413B7FA2D9193A5A41,2020-04-04,4
1437,786860510T-79,79,Avenue Gaston Boissier,78220,Viroflay,OSM,639657.1814948609,6855868.5002546385,01010000206A080000F8E4EC5C52852341082C04202F275A41,2020-04-04,19
1438,786861144G-43,43,Avenue Robert Hardouin,78220,Viroflay,OSM,639669.8591406028,6856119.78147211,01010000206A080000EF46E1B76B85234199A303F26D275A41,2020-04-04,19
1439,786861000A-1,1,Rue des Oiseaux,78220,Viroflay,OSM,639614.2501569847,6856260.466827724,01010000206A08000088931480FC8423416481E01D91275A41,2020-04-04,19
1440,785020020K-18,18,Rue de Bellevue,78560,Le Port-Marly,OSM,634888.5515550555,6864457.25076211,01010000206A0800009B6C651A11602341857C0C50922F5A41,2020-04-04,31
1441,785020016F-9016,9016,Voie Communale Bateaux Logements,78560,Le Port-Marly,CAD,634967.2100205937,6864727.482715504,01010000206A080000BBD1876BAE60234192CFE4DED52F5A41,2020-04-04,31
1442,785020152D-10,10,Allée Van Gogh,78560,Le Port-Marly,C+O,634738.7951478132,6864348.73322687,01010000206A0800003A9D1D97E55E23416530ED2E772F5A41,2020-04-04,31
1443,784900042L-79,79,Rue d'Allemagne,78370,Plaisir,OSM,624139.3871639465,6858166.182211589,01010000206A080000515A3AC6160C2341CC5AA98B6D295A41,2020-04-04,33
1444,784900693U-35,35,Square des Tulipes,78370,Plaisir,OSM,623873.9289127737,6858054.457812503,01010000206A08000080749ADB030A2341D0CC4C9D51295A41,2020-04-04,33
1445,784900325U-51,51,Chemin des Iris,78370,Plaisir,C+O,623884.1059198215,6858063.331452184,01010000206A080000731F3B36180A2341398336D553295A41,2020-04-04,33
1446,784900221F-23,23,Place de l'Europe,78370,Plaisir,C+O,624097.4280822142,6858135.928784417,01010000206A0800008C972DDBC20B2341323471FB65295A41,2020-04-04,33
1447,784900546J-110,110,Rue Philippe Soupault,78370,Plaisir,OSM,623773.4449243839,6857991.059266553,01010000206A080000FC20CDE33A092341F105CBC341295A41,2020-04-04,33
1448,784900750F-889,889,Avenue François Mitterrand,78370,Plaisir,OSM,623853.8125730276,6858138.6785992915,01010000206A080000669209A0DB092341B92B6EAB66295A41,2020-04-04,33
1449,781240710D-1,1,Passage Pasteur,78420,Carrières-sur-Seine,OSM,639837.062934442,6867809.813610723,01010000206A08000074F13820BA862341B6321274D8325A41,2020-04-04,6
1450,781240410C-80,80,Rue Gabriel Péri,78420,Carrières-sur-Seine,OSM,639871.0746182424,6867760.195850271,01010000206A080000BE5C3426FE86234193CF880CCC325A41,2020-04-04,6
1451,784180620C-26T,26TER,Avenue Schœlcher,78360,Montesson,C+O,637062.5456710112,6870342.052565405,01010000206A080000D73062170D7123414A3B5D8351355A41,2020-04-04,5
1452,783581390A-18,18,Rue du Maréchal Gallieni,78600,Maisons-Laffitte,OSM,637197.2746088677,6872424.885805137,01010000206A0800009488998C1A7223410808B1385A375A41,2020-04-04,9
1453,783581700M-22,22,Rue de la Passerelle,78600,Maisons-Laffitte,OSM,636885.8729660786,6872523.472530379,01010000206A080000EC68F5BEAB6F23410FF03DDE72375A41,2020-04-04,9
1454,781461254Z-5,5,Allée Maurice Utrillo,78400,Chatou,OSM,637887.5735447628,6867340.208972801,01010000206A080000BEA8A7257F77234175CF5F0D63325A41,2020-04-04,13
1455,786240730B-88,88,Rue Paul Doumer,78510,Triel-sur-Seine,OSM,627219.0435380258,6875676.772982412,01010000206A080000BA9D4A1626242341398B7831873A5A41,2020-04-04,20
1456,783111340A-32,32,Rue Marceau,78800,Houilles,OSM,640194.2896193287,6869937.950905767,01010000206A08000012FC489484892341DDA3DB7CEC345A41,2020-04-04,6
1457,783110470E-6Q,6QUATER,Rue Condorcet,78800,Houilles,C+O,639969.7398904702,6870041.69823315,01010000206A08000078ECD27AC387234118DAAF6C06355A41,2020-04-04,6
1458,783110470E-16,16,Rue Condorcet,78800,Houilles,C+O,639954.9637099749,6870100.680718075,01010000206A080000D2646BEDA58723418BE2902B15355A41,2020-04-04,6
1459,783110230U-19,19,Rue Camille Pelletan,78800,Houilles,OSM,640380.9678980404,6869984.177331823,01010000206A080000FB5490EFF98A23419367590BF8345A41,2020-04-04,6
1460,783111370H-45,45,Rue du Maréchal Gallieni,78800,Houilles,OSM,640239.5769604623,6869938.0389943,01010000206A080000995C6727DF892341F3E17E82EC345A41,2020-04-04,6
1461,784900063J-5,5,Allée Antoine Bourdelle,78370,Plaisir,OSM,621082.2001339672,6858305.739316953,01010000206A08000098F5776634F422410EF8506F90295A41,2020-04-05,35
1462,783670210D-8A,8A,Rue des Violettes,78750,Mareil-Marly,OSM,632269.85423711,6864925.877540786,01010000206A08000005915EB59B4B2341D4A0297807305A41,2020-04-05,36
1463,783670010L-34,34,Rue du Belvédère,78750,Mareil-Marly,OSM,632145.8522341743,6865009.28741629,01010000206A080000A60958B4A34A23414B0765521C305A41,2020-04-05,36
1464,783670182Y-13,13,Rue des Saules,78750,Mareil-Marly,OSM,632106.295839721,6865276.198934824,01010000206A080000CD4D7897544A23412159BB0C5F305A41,2020-04-05,36
1465,784810410A-14,14,Allée Fleurie,78230,Le Pecq,C+O,632902.5408211711,6864737.359292607,01010000206A0800003683E6148D5023416BA6FE56D82F5A41,2020-04-05,36
1466,780730020A-42,42,Rue Alexandre Turpault,78390,Bois-d'Arcy,OSM,629104.3595489695,6856413.229791111,01010000206A08000073CD16B8E0322341C7E5B44EB7275A41,2020-04-05,3
1467,780730610S-7,7,Rue du Square,78390,Bois-d'Arcy,OSM,629568.5494254784,6856077.649628243,01010000206A080000DB4B4E19813623415782936963275A41,2020-04-05,3
1468,785861760L-24B,24BIS,Rue des Jolis Monts,78500,Sartrouville,OSM,640063.1320892149,6871275.703100809,01010000206A0800009432A1437E882341899AFFEC3A365A41,2020-04-05,-1
1469,782060098G-7,7,Rue de la Jonchée,78920,Ecquevilly,OSM,620596.5394666037,6873184.17794927,01010000206A08000078F7341469F022415685630B18385A41,2020-04-05,37
1470,782060020X-37,37,Rue du Bel-Air,78920,Ecquevilly,OSM,620838.1891195957,6873148.056185003,01010000206A0800009D48D4604CF22241FC8898030F385A41,2020-04-05,37
1471,782060083R-54,54,Avenue des Fontaines,78920,Ecquevilly,OSM,620710.5248273924,6873222.873809402,01010000206A0800000D2DB60C4DF12241457EECB721385A41,2020-04-05,37
1472,786440040P-72,72,Avenue du Chemin Vert,78320,La Verrière,OSM,623510.2172674888,6850492.254409678,01010000206A0800002EAF3D6F2C072341883F4810EF215A41,2020-04-05,15
1473,783970395Z-58,58,Rue du Lac aux Belles,78320,Le Mesnil-Saint-Denis,OSM,623311.8158914247,6850118.035259503,01010000206A0800005485BCA19F05234113B1418291215A41,2020-04-05,15
1474,786440135T-18B,18BIS,Rue des Vieux Prés,78320,La Verrière,OSM,623283.1295627967,6850612.67220021,01010000206A0800000D0E5642660523410854052B0D225A41,2020-04-05,15
1475,781330059G-13,13,Rue Georges Thill,78240,Chambourcy,OSM,630168.0396675126,6867287.515734008,01010000206A080000DB4C4F14303B234136C901E155325A41,2020-04-05,-1
1476,783830790P-16,16,Rue de Noirmoutier,78310,Maurepas,OSM,621811.4184106567,6851931.403033081,01010000206A080000EEEB39D6E6F92241444BCBD956235A41,2020-04-05,38
1477,783830830H-46,46,Rue d'Ouche,78310,Maurepas,OSM,622044.8936832036,6852237.831780549,01010000206A08000049D890C9B9FB22417CE43B75A3235A41,2020-04-05,38
1478,783830520W-2,2,Avenue de Gâtine,78310,Maurepas,C+O,621901.4805356687,6852014.032082454,01010000206A0800006BC508F69AFA224191A30D826B235A41,2020-04-05,38
1479,785170480V-94,94,Rue Madame de Maintenon,78120,Rambouillet,OSM,614407.8441395193,6839338.032332704,01010000206A080000190E33B00FC0224131BD11820A175A41,2020-04-05,39
1480,784840003V-15,15,Rue de Beauvoyer,78200,Perdreauville,OSM,598720.5714104206,6876653.346551837,01010000206A0800001AE88F2481452241C2E72D567B3B5A41,2020-04-05,40
1481,784840030Z-4,4,Rue du Manoir,78200,Perdreauville,OSM,598614.7333363176,6876562.774499051,01010000206A0800009ADB7777AD442241786491B1643B5A41,2020-04-05,40
1482,786500200M-54,54,Route de Croissy,78110,Le Vésinet,OSM,635756.4614767735,6865967.613104001,01010000206A08000004AF46ECD866234190183DE70B315A41,2020-04-05,41
1483,786500660M-56T,56TER,Allée du Lac Inférieur,78110,Le Vésinet,OSM,635577.7985113099,6865813.354990682,01010000206A0800007379D69873652341D62AB856E5305A41,2020-04-05,41
1484,786500470F-72,72,Avenue Georges Clemenceau,78110,Le Vésinet,OSM,635946.9703812829,6865967.281581621,01010000206A080000C5D0D5F055682341EB6E05D20B315A41,2020-04-05,41
1485,783670165E-23,23,Rue du 4 Septembre,78750,Mareil-Marly,OSM,632013.9656481227,6865414.0650267685,01010000206A080000456E69EE9B4923410966298481305A41,2020-04-05,36
1486,783670030H-15,15,Chemin du Buisson Guérin,78750,Mareil-Marly,OSM,632119.8867842362,6865522.137397976,01010000206A0800005A9508C66F4A2341E120CB889C305A41,2020-04-05,36
1487,783670080M-5155,5155,Rue de la Fontaine des Saules,78750,Mareil-Marly,C+O,632100.986749016,6865286.269675283,01010000206A080000C22A37F9494A23411E5C429161305A41,2020-04-05,36
1488,78238B012F-5007,5007,Buttes Chem Vieille Grange,78410,Flins-sur-Seine,CAD,618118.1181916305,6876065.240375484,01010000206A080000079D833C0CDD2241DB4F624FE83A5A41,2020-04-05,42
1489,78440B006W-9002,9002,Le Bois Saint Vincent,78130,Les Mureaux,CAD,617955.4861347392,6876284.423564052,01010000206A0800000DA7E6F8C6DB224166AC1B1B1F3B5A41,2020-04-05,42
1490,785860552Y-13,13,Rue Championnet,78500,Sartrouville,OSM,638719.7458767167,6871084.375247106,01010000206A080000928DE37DFF7D2341700C04180B365A41,2020-04-05,24
1491,785862005C-101,101,Rue Louise Michel,78500,Sartrouville,C+O,638830.4434293504,6871021.482407764,01010000206A080000FC2B09E3DC7E2341D0C4DF5EFB355A41,2020-04-05,24
1492,785860750N-45B,45BIS,Avenue de la Convention,78500,Sartrouville,OSM,639084.456474719,6870958.971335284,01010000206A080000EB0DB7E9D8802341785B2ABEEB355A41,2020-04-05,24
1493,785862005C-142,142,Rue Louise Michel,78500,Sartrouville,OSM,638937.4476733283,6870920.819593037,01010000206A080000417035E5B27F23415A367434E2355A41,2020-04-05,24
1494,785861330U-23B,23BIS,Rue Galilée,78500,Sartrouville,OSM,639155.2998740452,6870867.923914282,01010000206A08000042178999668123415E6921FBD4355A41,2020-04-05,24
1495,785861680Z-37,37,Avenue Jean Jaurès,78500,Sartrouville,OSM,638519.7543325701,6871527.554833419,01010000206A080000EEE037826F7C2341076482E379365A41,2020-04-05,24
1496,785862005C-22,22,Rue Louise Michel,78500,Sartrouville,OSM,638476.6096341439,6871224.967105763,01010000206A0800006DF72138197C2341920FE53D2E365A41,2020-04-05,24
1497,786860590E-25,25,Rue Guizot,78220,Viroflay,OSM,639408.8774345508,6855986.287590731,01010000206A080000F8193FC161832341F4E267924C275A41,2020-04-05,19
1498,786861000A-33,33,Rue des Oiseaux,78220,Viroflay,OSM,639544.8014166113,6856080.830926576,01010000206A0800003047539A71842341A9E62D3564275A41,2020-04-05,19
1499,786861010L-37,37,Avenue du Parc,78220,Viroflay,OSM,639723.5034762014,6856277.455167019,01010000206A080000F7A1C701D7852341D974215D95275A41,2020-04-05,19
1500,780900065A-10A,10A,Rue de l'Église,78410,Bouafle,OSM,619260.8338458887,6874640.257388239,01010000206A0800002CD9EDAAF9E52241850C791084395A41,2020-04-05,43
1501,782671160W-31,31,Rue Marcelle Chausson,78440,Gargenville,OSM,613131.2164556757,6876389.068477482,01010000206A0800004047D36E16B6224160EF6144393B5A41,2020-04-05,44
1502,781240890Z-6,6,Rue Rouget de Lisle,78420,Carrières-sur-Seine,OSM,640762.1705045865,6868825.372310949,01010000206A0800008E604C57F48D23414DF1D357D6335A41,2020-04-05,6
1503,783111160E-11,11,Rue Jules Ferry,78800,Houilles,OSM,640574.8400215185,6868933.050860342,01010000206A080000EC4C17AE7D8C2341BC4B4143F1335A41,2020-04-05,6
1504,781240615A-146,146,Boulevard Maurice Berteaux,78420,Carrières-sur-Seine,OSM,640397.3430795866,6868984.363518231,01010000206A080000A920A8AF1A8B2341F8E14317FE335A41,2020-04-05,6
1505,78233A003F-8,8,Domaine de l'Abbaye,78810,Feucherolles,OSM,624518.747655181,6864251.620636449,01010000206A080000EEA8CC7E0D0F2341F181B8E75E2F5A41,2020-04-05,-1
1506,781380192E-39,39,Rue du Général Leclerc,78570,Chanteloup-les-Vignes,OSM,629010.7729301049,6875872.805905947,01010000206A080000A57EBD8B253223418AF69333B83A5A41,2020-04-05,14
1507,781380005B-31B,31BIS,Rue de l'Abreuvoir,78570,Chanteloup-les-Vignes,OSM,629134.2623228845,6875997.298136714,01010000206A080000642F4F861C33234103AC1453D73A5A41,2020-04-05,14
1508,781460820C-12,12,Rue Georges Clemenceau,78400,Chatou,OSM,637962.9835718102,6865476.378903501,01010000206A0800006CB996F71578234178F43F1891305A41,2020-04-05,13
1509,781460980B-3,3,Rue Labélonye,78400,Chatou,OSM,637980.8423215343,6865315.608564284,01010000206A080000A5C444AF397823419CB7F2E668305A41,2020-04-05,13
1510,781900630E-35,35,Rue du Saut de Loup,78290,Croissy-sur-Seine,OSM,637667.3362169017,6865010.383432071,01010000206A0800002A9F24ACC6752341AB268A981C305A41,2020-04-05,13
1511,782970053M-10,10,Rue Edgar Degas,78280,Guyancourt,C+O,630657.3661846089,6853892.30564172,01010000206A0800008F8C7CBB023F23414AA28F1341255A41,2020-04-05,46
1512,782970201Y-7,7,Rue Henri Matisse,78280,Guyancourt,C+O,630657.3661846089,6853892.30564172,01010000206A0800008F8C7CBB023F23414AA28F1341255A41,2020-04-05,46
1513,782970165J-5,5,Rue des Sangliers,78280,Guyancourt,OSM,631300.2583096323,6853914.90251282,01010000206A080000FE2841840844234122C5C2B946255A41,2020-04-05,46
1514,782970094G-9,9,Rue Henri Ferchal,78280,Guyancourt,OSM,631230.4772764723,6853681.774285327,01010000206A080000EF945DF47C4323410BE48D710C255A41,2020-04-05,46
1515,780620005G-27,27,Rue des Albatros,78650,Beynes,OSM,619300.9804095873,6861987.752840051,01010000206A080000D43EF8F549E622410A882EF0282D5A41,2020-04-05,47
1516,780620510F-10,10,Rue de Saintonge,78650,Beynes,OSM,619128.3224955533,6862199.449232189,01010000206A0800001D231EA5F0E422415E38C0DC5D2D5A41,2020-04-05,47
1517,780620447M-40,40,Chemin de Paris,78650,Beynes,OSM,619050.6107063631,6862105.008907074,01010000206A0800002281AE3855E42241FAEE9140462D5A41,2020-04-05,47
1518,784231613K-21,21,Rue Raimu,78180,Montigny-le-Bretonneux,OSM,629803.310837674,6853131.992254608,01010000206A080000981D269F56382341791981FF82245A41,2020-04-05,46
1519,784230905R-152,152,Boulevard Descartes,78180,Montigny-le-Bretonneux,OSM,629850.5052556815,6852986.979237075,01010000206A08000068DFB002B5382341FBD1ABBE5E245A41,2020-04-05,46
1520,785450590T-19,19,Rue de l'Union,78210,Saint-Cyr-l'École,OSM,631466.9659872982,6855212.36660425,01010000206A0800001CE395EE55452341AC7176178B265A41,2020-04-05,45
1521,781721640F-32B,32BIS,Rue Louis Desvignes,78700,Conflans-Sainte-Honorine,OSM,635127.4993867248,6879039.637593155,01010000206A080000E69DAFFFEE6123418553CEE8CF3D5A41,2020-04-05,7
1522,781721680Z-205B,205BIS,Avenue du Maréchal Foch,78700,Conflans-Sainte-Honorine,OSM,635162.2879802778,6878801.575274493,01010000206A080000A6267293346223411B4CD164943D5A41,2020-04-05,7
1523,786380080J-146,146,Avenue de Cherbourg,78740,Vaux-sur-Seine,OSM,622269.5948953836,6879320.134276678,01010000206A080000B22096307BFD224135FD9708163E5A41,2020-04-05,48
1524,786240259P-4,4,Impasse Dupuis,78510,Triel-sur-Seine,OSM,627108.2902893636,6876060.975293883,01010000206A080000B6CEA0944823234109376B3EE73A5A41,2020-04-05,20
1525,786240220X-56,56,Rue des Créneaux,78510,Triel-sur-Seine,C+O,627278.4809157922,6875728.407656259,01010000206A0800003F983AF69C242341470A171A943A5A41,2020-04-05,20
1526,78403B038S-5120,5120,Ile de Mezy,78250,Mézy-sur-Seine,CAD,617800.403590639,6877707.458784905,01010000206A080000A76EA3CE90DA22415DBB5CDD823C5A41,2020-04-05,-1
1527,784990123K-4,4,Rue des Vignes,78730,Ponthévrard,C+O,619754.6296719832,6828750.516983022,01010000206A080000BE5D6442D5E92241F53F16A1B30C5A41,2020-04-05,49
1528,782081730X-15,15,Square Francis Jammes,78990,Élancourt,OSM,622192.1130922434,6853201.263724468,01010000206A080000FE39E739E0FC224197DCE05094245A41,2020-04-05,50
1529,783350275N-1,1,Rue du Docteur Roux,78520,Limay,OSM,607519.5760687321,6877183.62894195,01010000206A080000197BF2263F8A2241BD9540E8FF3B5A41,2020-04-05,27
1530,783350720X-35B,35BIS,Avenue du Président Wilson,78520,Limay,C+O,607602.9958392647,6877525.305722855,01010000206A080000E4A4DEFDE58A224198F69053553C5A41,2020-04-05,27
1531,786400080A-85B,85BIS,Rue Berlioz,78140,Vélizy-Villacoublay,OSM,639109.3176906862,6854306.045433291,01010000206A080000875AA8A20A8123410961E882A8255A41,2020-04-05,51
1532,786500021T-50,50,Avenue Alfred de Musset,78110,Le Vésinet,OSM,636782.5911496363,6867150.9996360345,01010000206A080000462AAB2EDD6E23416B09FABF33325A41,2020-04-05,22
1533,786500170E-24,24,Avenue Corot,78110,Le Vésinet,OSM,636569.5622921207,6867039.56621846,01010000206A080000BAC0E41F336D23415AEC3CE417325A41,2020-04-05,22
1534,786500140X-7B,7BIS,Rue des Charmes,78110,Le Vésinet,OSM,636704.8294398912,6867186.879363993,01010000206A0800006D58ACA8416E2341EA7F47B83C325A41,2020-04-05,22
1535,781260545R-3,3,Allée de la Grande Promenade,78170,La Celle-Saint-Cloud,C+O,635703.525527019,6860356.91057046,01010000206A080000A0E0110D6F66234153C9463A912B5A41,2020-04-05,52
1536,781260097D-4,4,Allée des Biches,78170,La Celle-Saint-Cloud,C+O,635814.5536829361,6860420.620735531,01010000206A0800006E547C1B4D6723418521BA27A12B5A41,2020-04-05,52
1537,781260340T-8B,8BIS,Allée Corot,78170,La Celle-Saint-Cloud,OSM,636530.7011873643,6859989.617587048,01010000206A080000BC070267E56C2341D38B8667352B5A41,2020-04-05,52
1538,781260144E-38,38,Hameau de Bois-Fontaine,78170,La Celle-Saint-Cloud,C+O,636375.3623997488,6860403.094147451,01010000206A080000BA758CB9AE6B2341088306C69C2B5A41,2020-04-05,52
1539,781260868S-12,12,Avenue du Puits d'Angle,78170,La Celle-Saint-Cloud,C+O,635945.6446830909,6860154.736481206,01010000206A080000EFE6134A53682341118222AF5E2B5A41,2020-04-05,52
1540,781260748L-46,46,Avenue Molière,78170,La Celle-Saint-Cloud,OSM,636376.8976844022,6860081.598190717,01010000206A0800003B4A9DCBB16B2341B8C148664C2B5A41,2020-04-05,52
1541,780730596B-1,1,Allée de Savoie,78390,Bois-d'Arcy,C+O,627745.3909260121,6856289.225422893,01010000206A0800004A7427C84228234124546D4E98275A41,2020-04-05,53
1542,780730522W-26,26,Rue Pierre Brasseur,78390,Bois-d'Arcy,OSM,627158.9402731905,6856776.050304426,01010000206A080000D57C6BE1AD2323410E30380312285A41,2020-04-05,53
1543,784980032R-100,100,Rue Adrienne Bolland,78300,Poissy,OSM,631340.7846853579,6871739.9916653745,01010000206A0800007C47C291594423410C7277FFAE365A41,2020-04-05,25
1544,784980032R-126,126,Rue Adrienne Bolland,78300,Poissy,OSM,631333.467844742,6871765.434757717,01010000206A080000955889EF4A4423410812D35BB5365A41,2020-04-05,25
1545,784980032R-222,222,Rue Adrienne Bolland,78300,Poissy,OSM,631636.6499972253,6871954.684154779,01010000206A080000B26FCC4CA94623412031C9ABE4365A41,2020-04-05,25
1546,784980032R-198,198,Rue Adrienne Bolland,78300,Poissy,OSM,631624.7096416091,6871954.714091518,01010000206A0800001E25566B91462341E9ACB3ADE4365A41,2020-04-05,25
1547,785180034F-9001,9001,Chemin Chaponval,78590,Rennemoulin,C+O,629849.6476814145,6860026.491229768,01010000206A080000FBE59C4BB3382341FB4E709F3E2B5A41,2020-04-05,54
1548,785180034F-13,13,Chemin Chaponval,78590,Rennemoulin,OSM,629795.3165426509,6859940.857041854,01010000206A080000DBE011A24638234114C6D936292B5A41,2020-04-05,54
1549,784980040Z-13,13,Rue d'Aigremont,78300,Poissy,OSM,629387.057462664,6869472.235532123,01010000206A0800000DBF6B1D1635234153F5120F78345A41,2020-04-06,55
1550,781130360W-1B,1BIS,Rue d'Oinville,78440,Brueil-en-Vexin,OSM,614065.372945863,6880520.01510874,01010000206A0800009AC2F2BE62BD2241A68AF700423F5A41,2020-04-06,56
1551,781130250B-3,3,Rue du Lavoir,78440,Brueil-en-Vexin,OSM,614152.884229488,6880486.9035218535,01010000206A0800003ABAB9C411BE2241534DD3B9393F5A41,2020-04-06,56
1552,781130360W-16,16,Rue d'Oinville,78440,Brueil-en-Vexin,OSM,614214.5115214183,6880533.369180664,01010000206A080000A622E6058DBE2241F0A7A057453F5A41,2020-04-06,56
1553,781130360W-1B,1BIS,Rue d'Oinville,78440,Brueil-en-Vexin,OSM,614065.372945863,6880520.01510874,01010000206A0800009AC2F2BE62BD2241A68AF700423F5A41,2020-04-06,56
1554,781130210H-1,1,Rue de Juziers,78440,Brueil-en-Vexin,OSM,614146.566521787,6880401.466226037,01010000206A080000C7240F2205BE2241BBA5D65D243F5A41,2020-04-06,56
1555,781130180A-2B,2BIS,Rue de Gargenville,78440,Brueil-en-Vexin,OSM,613919.7839903964,6880587.805564735,01010000206A080000723067913FBC2241645F8EF3523F5A41,2020-04-06,56
